Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2016-11-28,33,33,0,24,17,24,20,151,41,0,244,0.3463,0.094,0.5596,0.6158,0.0611,0.3232,5,436,0,16,52775,0
2016-11-29,33,33,0,21,14,24,19,148,29,0,135,0.4744,0.0929,0.4327,0.737,0.0653,0.1977,8,312,0,16,53136,0
2016-11-30,33,33,0,22,17,25,20,122,3,0,304,0.2844,0.007,0.7086,0.5812,0.0081,0.4107,5,429,0,16,53595,0
2016-12-01,33,33,0,22,16,26,20,200,3,0,178,0.5249,0.0079,0.4672,0.7878,0.0038,0.2084,4,381,0,16,53999,0
2016-12-02,33,33,0,21,15,26,20,72,0,0,85,0.4586,0,0.5414,0.821,0.0069,0.1721,4,157,0,16,54243,0
2016-12-03,33,33,0,17,8,26,20,10,3,0,13,0.3846,0.1154,0.5,0.6818,0.0455,0.2727,0,26,0,16,54269,0
2016-12-04,33,33,0,17,11,26,20,8,10,0,131,0.0537,0.0671,0.8792,0.2894,0.0836,0.627,3,149,0,16,54423,0
2016-12-05,33,33,0,21,14,26,19,121,0,0,382,0.2406,0,0.7594,0.5652,0.0017,0.433,8,503,0,16,55020,0
2016-12-06,33,33,0,22,17,26,20,155,5,0,200,0.4306,0.0139,0.5556,0.7063,0.0072,0.2865,5,360,0,16,55406,0
2016-12-07,33,33,0,22,16,26,19,140,14,0,174,0.4268,0.0427,0.5305,0.6884,0.017,0.2945,8,328,0,16,55770,0
2016-12-08,33,33,0,21,15,25,19,165,2,0,149,0.5222,0.0063,0.4715,0.7315,0.0037,0.2648,5,316,0,16,56102,0
2016-12-09,33,33,0,22,17,25,19,179,22,0,71,0.6581,0.0809,0.261,0.8644,0.0367,0.0989,13,272,0,16,56434,0
2016-12-10,33,33,0,18,9,25,19,21,12,0,15,0.4375,0.25,0.3125,0.7214,0.1393,0.1393,1,48,0,16,56485,0
2016-12-11,33,33,0,15,3,25,19,3,3,0,1,0.4286,0.4286,0.1429,0.8727,0.0727,0.0545,0,7,0,16,56492,0
2016-12-12,33,33,0,23,19,27,22,95,39,0,195,0.2888,0.1185,0.5927,0.6045,0.0659,0.3296,2,329,0,16,56851,0
2016-12-13,33,33,0,23,15,27,23,107,7,0,118,0.4612,0.0302,0.5086,0.7198,0.0173,0.2629,6,232,0,16,57093,0
2016-12-14,33,33,0,21,17,27,23,168,18,0,51,0.7089,0.0759,0.2152,0.8512,0.0364,0.1125,4,237,0,17,57355,0
2016-12-15,33,33,0,22,16,27,22,104,226,0,93,0.2459,0.5343,0.2199,0.5824,0.2704,0.1471,8,423,0,17,57817,0
2016-12-16,33,33,0,22,16,27,22,177,14,0,123,0.5637,0.0446,0.3917,0.7771,0.0166,0.2063,8,314,0,17,58161,0
2016-12-17,33,33,0,17,9,26,21,123,300,0,137,0.2196,0.5357,0.2446,0.4304,0.3898,0.1798,9,560,0,17,58734,0
2016-12-18,33,33,0,19,10,27,21,101,32,0,47,0.5611,0.1778,0.2611,0.7631,0.0832,0.1537,9,180,0,17,58919,0
2016-12-19,34,33,1,25,17,27,21,108,226,0,236,0.1895,0.3965,0.414,0.4294,0.2703,0.3004,8,570,0,17,59545,0
2016-12-20,34,33,1,22,16,26,21,82,45,0,503,0.1302,0.0714,0.7984,0.273,0.0422,0.6848,4,630,0,17,60207,0
2016-12-21,34,33,1,24,15,26,21,409,265,0,158,0.4916,0.3185,0.1899,0.675,0.1794,0.1456,14,832,0,17,61101,0
2016-12-22,34,33,1,19,11,26,22,36,1032,0,80,0.0314,0.899,0.0697,0.0886,0.8472,0.0642,7,1148,0,17,62248,0
2016-12-23,34,33,1,22,11,26,22,98,139,0,0,0.4135,0.5865,0,0.6203,0.3767,0.003,13,237,0,17,62503,0
2016-12-24,34,33,1,16,8,27,22,19,34,0,0,0.3585,0.6415,0,0.6984,0.2804,0.0212,11,53,0,17,62567,0
2016-12-25,34,33,1,17,5,27,21,14,7,0,0,0.6667,0.3333,0,0.8471,0.1529,0,4,21,0,17,62594,0
2016-12-26,34,33,1,19,6,26,19,8,19,0,2,0.2759,0.6552,0.069,0.7222,0.254,0.0238,3,29,0,17,62638,0
2016-12-27,34,33,1,16,4,26,18,19,1,0,0,0.95,0.05,0,0.8861,0.0886,0.0253,3,20,0,17,62663,0
2016-12-28,34,33,1,21,12,25,17,6,32,0,97,0.0444,0.237,0.7185,0.25,0.1921,0.5579,1,135,0,17,62810,0
2016-12-29,34,33,1,20,10,26,16,101,190,0,40,0.3051,0.574,0.1208,0.5175,0.3904,0.0921,16,331,0,17,63159,0
2016-12-30,34,33,1,19,8,25,16,5,23,0,30,0.0862,0.3966,0.5172,0.3462,0.3077,0.3462,0,58,0,17,63218,0
2016-12-31,34,33,1,19,13,25,16,19,25,0,61,0.181,0.2381,0.581,0.4021,0.2242,0.3737,2,105,0,17,63330,0
2017-01-01,34,33,1,20,8,24,16,53,39,0,14,0.5,0.3679,0.1321,0.7258,0.1906,0.0836,6,106,0,17,63441,0
2017-01-02,34,33,1,27,18,28,22,73,35,0,70,0.4101,0.1966,0.3933,0.7216,0.1123,0.1661,3,178,0,17,63648,24
2017-01-03,35,34,1,28,22,29,25,124,137,0,134,0.3139,0.3468,0.3392,0.644,0.1776,0.1783,4,395,0,17,64100,45
2017-01-04,35,34,1,29,22,30,24,207,626,0,321,0.1794,0.5425,0.2782,0.3811,0.4411,0.1778,12,1154,0,17,65314,25
2017-01-05,36,34,2,29,20,32,26,146,359,0,301,0.1811,0.4454,0.3734,0.3854,0.3618,0.2528,7,806,0,17,66156,22
2017-01-06,37,35,2,27,18,33,27,32,123,0,33,0.1702,0.6543,0.1755,0.5118,0.3908,0.0974,4,188,0,17,66374,15
2017-01-07,38,35,3,23,11,34,27,40,684,0,17,0.054,0.9231,0.0229,0.0981,0.8901,0.0119,11,741,0,17,67143,13
2017-01-08,38,35,3,22,13,34,27,27,403,0,11,0.0612,0.9138,0.0249,0.1419,0.837,0.0211,4,441,0,17,67592,2
2017-01-09,38,35,3,28,19,35,29,100,200,0,210,0.1961,0.3922,0.4118,0.4249,0.3231,0.252,6,510,0,17,68131,18
2017-01-10,38,35,3,26,17,35,28,164,708,0,168,0.1577,0.6808,0.1615,0.4181,0.4857,0.0962,8,1040,0,17,69234,0
2017-01-11,38,35,3,27,18,33,28,73,182,0,188,0.1648,0.4108,0.4244,0.4372,0.2904,0.2724,7,443,0,17,69705,0
2017-01-12,38,35,3,28,21,32,28,77,479,0,127,0.1127,0.7013,0.1859,0.3711,0.4992,0.1297,8,683,0,17,70440,0
2017-01-13,38,35,3,23,17,32,26,65,50,0,36,0.4305,0.3311,0.2384,0.7105,0.1934,0.0961,7,151,0,17,70634,0
2017-01-14,38,35,3,19,13,32,26,105,64,0,43,0.4953,0.3019,0.2028,0.7287,0.1873,0.084,7,212,0,17,70867,3
2017-01-15,38,35,3,22,13,32,26,65,31,0,17,0.5752,0.2743,0.1504,0.7816,0.1483,0.0701,8,113,0,17,70993,0
2017-01-16,38,35,3,24,17,31,26,126,35,0,255,0.3029,0.0841,0.613,0.5868,0.0597,0.3535,4,416,0,17,71442,0
2017-01-17,38,35,3,24,13,32,25,65,517,0,465,0.0621,0.4938,0.4441,0.2092,0.4224,0.3684,8,1047,0,17,72509,0
2017-01-18,38,35,3,24,18,32,25,197,85,0,372,0.3012,0.13,0.5688,0.5504,0.122,0.3276,5,654,0,17,73176,0
2017-01-19,38,35,3,27,23,31,27,163,71,0,225,0.3551,0.1547,0.4902,0.5864,0.1468,0.2668,12,459,0,17,73665,0
2017-01-20,38,35,3,26,18,30,27,52,10,0,83,0.3586,0.069,0.5724,0.6237,0.1017,0.2746,6,145,0,17,73823,0
2017-01-21,38,35,3,22,12,30,26,36,19,0,75,0.2769,0.1462,0.5769,0.5662,0.1103,0.3235,1,130,0,17,73956,0
2017-01-22,38,35,3,22,10,30,26,42,328,0,2,0.1129,0.8817,0.0054,0.298,0.6905,0.0115,15,372,0,17,74349,0
2017-01-23,38,35,3,25,16,30,24,175,122,0,124,0.4157,0.2898,0.2945,0.7233,0.1227,0.154,26,421,0,17,74818,0
2017-01-24,38,35,3,30,21,33,25,189,103,0,314,0.3119,0.17,0.5182,0.5739,0.1349,0.2911,20,606,0,17,75475,0
2017-01-25,38,35,3,27,20,33,25,82,113,0,119,0.2611,0.3599,0.379,0.5766,0.2107,0.2126,5,314,0,17,75816,0
2017-01-26,39,35,4,28,22,33,25,91,427,0,183,0.1298,0.6091,0.2611,0.2905,0.5288,0.1806,5,701,0,17,76540,0
2017-01-27,39,35,4,27,19,33,25,88,3,0,123,0.4112,0.014,0.5748,0.7051,0.0523,0.2426,5,214,0,17,76797,0
2017-01-28,39,35,4,21,7,33,25,4,7,0,57,0.0588,0.1029,0.8382,0.5021,0.1288,0.3691,0,68,0,17,76888,0
2017-01-29,39,35,4,21,15,33,26,208,23,0,61,0.7123,0.0788,0.2089,0.8387,0.0711,0.0902,4,292,0,17,77184,0
2017-01-30,39,35,4,28,22,35,28,68,12,0,264,0.1977,0.0349,0.7674,0.5318,0.0547,0.4135,7,344,0,17,77609,0
2017-01-31,39,35,4,24,14,33,28,152,8,0,253,0.368,0.0194,0.6126,0.6499,0.0387,0.3114,13,413,0,17,78052,0
2017-02-01,39,35,4,28,15,33,28,177,15,0,464,0.2698,0.0229,0.7073,0.5683,0.0242,0.4075,7,656,0,17,78748,28
2017-02-02,39,35,4,28,21,32,26,89,24,0,154,0.3333,0.0899,0.5768,0.6767,0.0681,0.2552,3,267,0,17,79078,53
2017-02-03,39,35,4,26,15,32,26,31,9,0,110,0.2067,0.06,0.7333,0.6739,0.039,0.2872,2,150,0,17,79284,43
2017-02-04,39,35,4,20,9,32,26,14,5,0,15,0.4118,0.1471,0.4412,0.6541,0.1429,0.203,4,34,0,17,79325,2
2017-02-05,40,36,4,22,10,34,26,103,2,0,12,0.8803,0.0171,0.1026,0.9093,0.031,0.0597,6,117,0,17,79453,0
2017-02-06,40,36,4,26,17,34,23,130,1,0,96,0.5727,0.0044,0.4229,0.7911,0.0168,0.1922,11,227,0,17,79717,18
2017-02-07,40,36,4,25,16,34,24,77,0,0,445,0.1475,0,0.8525,0.3685,0.003,0.6285,6,522,0,17,80260,6
2017-02-08,40,36,4,26,16,34,25,98,0,0,61,0.6164,0,0.3836,0.8374,0.0027,0.1599,8,159,0,17,80455,19
2017-02-09,40,36,4,27,18,33,24,114,26,0,374,0.2218,0.0506,0.7276,0.4897,0.0679,0.4423,4,514,0,18,81051,62
2017-02-10,40,36,4,24,18,33,23,518,8,0,225,0.6897,0.0107,0.2996,0.7999,0.0222,0.1779,11,751,0,18,81848,9
2017-02-11,40,36,4,19,12,33,24,29,15,0,547,0.0491,0.0254,0.9255,0.1511,0.0368,0.8121,4,591,0,18,82452,4
2017-02-12,40,36,4,19,12,32,22,65,51,0,493,0.1067,0.0837,0.8095,0.2288,0.1122,0.6589,6,609,0,18,83124,1
2017-02-13,40,36,4,27,19,33,26,58,30,0,248,0.1726,0.0893,0.7381,0.3788,0.1283,0.4929,5,336,0,18,83481,1
2017-02-14,40,36,4,24,16,33,26,52,12,0,513,0.0901,0.0208,0.8891,0.3051,0.036,0.6589,7,577,0,18,84083,9
2017-02-15,40,36,4,24,17,31,27,93,15,0,734,0.1105,0.0178,0.8717,0.2961,0.0329,0.671,6,842,0,18,84939,4
2017-02-16,40,36,4,27,19,30,26,64,18,0,128,0.3048,0.0857,0.6095,0.6018,0.112,0.2862,8,210,0,18,85171,0
2017-02-17,40,36,4,21,14,30,25,52,1,0,67,0.4333,0.0083,0.5583,0.802,0.0215,0.1765,11,120,0,18,85378,0
2017-02-18,40,36,4,17,4,29,25,7,0,0,27,0.2059,0,0.7941,0.7547,0.0047,0.2406,0,34,0,18,85512,0
2017-02-19,40,36,4,19,7,29,25,9,1,0,3,0.6923,0.0769,0.2308,0.869,0.0238,0.1071,1,13,0,18,85526,0
2017-02-20,40,36,4,22,13,28,22,26,7,0,58,0.2857,0.0769,0.6374,0.594,0.0451,0.3609,2,91,0,18,85630,0
2017-02-21,40,36,4,27,19,30,23,104,12,0,672,0.132,0.0152,0.8528,0.3426,0.0265,0.6309,6,788,0,18,86530,0
2017-02-22,40,36,4,27,14,30,23,83,9,0,250,0.2427,0.0263,0.731,0.5753,0.0557,0.369,2,342,0,18,86905,0
2017-02-23,40,36,4,22,12,29,22,64,9,0,279,0.1818,0.0256,0.7926,0.4665,0.0318,0.5017,2,352,0,18,87286,0
2017-02-24,40,36,4,23,13,29,23,34,40,0,51,0.272,0.32,0.408,0.5217,0.338,0.1403,0,125,0,18,87435,0
2017-02-25,40,36,4,25,13,30,23,26,8,0,7,0.6341,0.1951,0.1707,0.8053,0.1053,0.0895,2,41,0,18,87478,0
2017-02-26,40,36,4,21,10,30,23,137,5,0,6,0.9257,0.0338,0.0405,0.9461,0.0347,0.0193,10,148,0,18,87654,0
2017-02-27,40,36,4,24,14,30,22,68,39,0,436,0.1252,0.0718,0.8029,0.3919,0.0647,0.5435,12,543,0,18,88265,0
2017-02-28,40,36,4,24,16,28,22,186,88,0,224,0.3735,0.1767,0.4498,0.5686,0.1891,0.2423,8,498,0,18,88778,0
2017-03-01,40,36,4,27,19,30,24,69,101,0,1032,0.0574,0.084,0.8586,0.1617,0.1535,0.6847,2,1202,0,18,89992,0
2017-03-02,40,36,4,27,14,30,24,84,20,0,317,0.1995,0.0475,0.753,0.441,0.0729,0.4861,4,421,0,18,90436,0
2017-03-03,40,36,4,23,14,30,24,88,19,0,108,0.4093,0.0884,0.5023,0.6916,0.0967,0.2117,5,215,0,18,90673,0
2017-03-04,40,36,4,18,9,29,23,22,1,0,7,0.7333,0.0333,0.2333,0.9106,0.0335,0.0559,2,30,0,18,90710,0
2017-03-05,40,36,4,20,7,29,23,24,0,0,6,0.8,0,0.2,0.8767,0.0205,0.1027,3,30,0,18,90743,0
2017-03-06,40,36,4,25,14,29,23,80,119,0,726,0.0865,0.1286,0.7849,0.2317,0.0923,0.676,7,925,0,18,91715,0
2017-03-07,40,36,4,23,16,29,22,90,14,0,142,0.3659,0.0569,0.5772,0.6657,0.0721,0.2622,3,246,0,18,92009,0
2017-03-08,40,36,4,25,16,27,19,127,2,0,107,0.5381,0.0085,0.4534,0.7626,0.0103,0.2271,3,236,0,18,92257,0
2017-03-09,40,36,4,25,16,28,21,105,51,0,508,0.1581,0.0768,0.7651,0.3878,0.1066,0.5057,4,664,0,18,92943,0
2017-03-10,40,36,4,24,18,28,20,120,4,0,134,0.4651,0.0155,0.5194,0.7559,0.0225,0.2217,1,258,0,18,93211,0
2017-03-11,40,36,4,22,12,29,22,48,11,0,227,0.1678,0.0385,0.7937,0.4178,0.0297,0.5524,4,286,0,18,93506,0
2017-03-12,40,36,4,21,11,29,22,73,32,0,349,0.1608,0.0705,0.7687,0.3576,0.0697,0.5727,3,454,0,18,93963,0
2017-03-13,40,36,4,27,18,30,22,148,638,0,261,0.1414,0.6094,0.2493,0.4004,0.4162,0.1834,5,1047,0,18,95031,0
2017-03-14,40,36,4,29,18,32,24,151,19,0,106,0.5471,0.0688,0.3841,0.769,0.0408,0.1902,5,276,0,18,95336,0
2017-03-15,40,36,4,24,16,32,23,82,8,0,282,0.2204,0.0215,0.7581,0.5049,0.0118,0.4832,1,372,0,18,95722,0
2017-03-16,40,36,4,27,17,32,23,128,6,0,491,0.2048,0.0096,0.7856,0.4554,0.006,0.5386,4,625,0,18,96377,0
2017-03-17,40,36,4,26,15,33,23,30,0,0,235,0.1132,0,0.8868,0.5685,0.002,0.4295,9,265,0,18,96716,0
2017-03-18,40,36,4,20,10,33,23,51,2,0,120,0.2948,0.0116,0.6936,0.4874,0.0229,0.4897,5,173,0,18,96894,0
2017-03-19,40,36,4,17,5,33,23,8,0,0,885,0.009,0,0.991,0.0333,0,0.9667,4,893,0,18,97793,0
2017-03-20,40,36,4,24,14,32,22,31,0,0,432,0.067,0,0.933,0.2475,0.0025,0.75,3,463,0,18,98278,0
2017-03-21,40,36,4,25,14,30,20,159,0,0,398,0.2855,0,0.7145,0.512,0.0006,0.4874,7,557,0,19,98873,0
2017-03-22,40,36,4,26,15,31,21,42,1,0,272,0.1333,0.0032,0.8635,0.3679,0.0012,0.6309,15,315,0,19,99222,0
2017-03-23,40,36,4,24,15,30,22,76,15,0,161,0.3016,0.0595,0.6389,0.6162,0.0254,0.3584,1,252,0,19,99494,0
2017-03-24,40,36,4,27,17,30,23,64,98,0,73,0.2723,0.417,0.3106,0.5982,0.2303,0.1715,10,235,0,19,99764,0
2017-03-25,40,36,4,21,9,32,22,35,1,0,272,0.1136,0.0032,0.8831,0.3053,0.0114,0.6833,0,308,0,19,100097,0
2017-03-26,40,36,4,17,9,32,23,6,2,0,167,0.0343,0.0114,0.9543,0.1703,0.0062,0.8235,2,175,0,19,100274,0
2017-03-27,40,36,4,24,16,32,24,249,6,0,483,0.3374,0.0081,0.6545,0.5736,0.0106,0.4158,7,738,0,19,101039,0
2017-03-28,40,36,4,24,16,32,24,110,17,0,402,0.2079,0.0321,0.7599,0.494,0.0441,0.4619,6,529,0,19,101642,0
2017-03-29,40,36,4,26,15,31,23,104,15,0,320,0.2369,0.0342,0.7289,0.4814,0.0645,0.4541,7,439,0,19,102101,0
2017-03-30,40,36,4,26,16,31,22,183,9,0,580,0.237,0.0117,0.7513,0.5165,0.0093,0.4742,6,772,0,19,102895,0
2017-03-31,40,36,4,23,14,30,21,39,4,0,233,0.1413,0.0145,0.8442,0.4046,0.0204,0.5749,4,276,0,19,103198,0
2017-04-01,40,36,4,20,13,28,21,18,11,0,289,0.0566,0.0346,0.9088,0.1965,0.0333,0.7702,0,318,0,19,103515,0
2017-04-02,40,36,4,20,10,29,20,5,0,0,440,0.0112,0,0.9888,0.0652,0.0054,0.9293,4,445,0,19,103962,0
2017-04-03,40,36,4,26,14,29,20,213,5,0,273,0.4338,0.0102,0.556,0.6536,0.0227,0.3237,8,491,0,19,104469,0
2017-04-04,40,36,4,24,18,29,23,99,0,0,329,0.2313,0,0.7687,0.4689,0,0.5311,3,428,0,19,104913,0
2017-04-05,40,36,4,23,16,29,23,195,0,0,543,0.2642,0,0.7358,0.5277,0,0.4723,7,738,0,19,105667,0
2017-04-06,40,36,4,27,14,30,22,222,22,0,676,0.2413,0.0239,0.7348,0.4951,0.0455,0.4594,9,920,0,19,106605,0
2017-04-07,40,36,4,22,15,30,23,38,21,0,184,0.1564,0.0864,0.7572,0.3871,0.1313,0.4815,5,243,0,19,106870,0
2017-04-08,40,36,4,16,7,30,22,8,0,0,103,0.0721,0,0.9279,0.251,0.0039,0.7452,0,111,0,19,106983,0
2017-04-09,40,36,4,17,6,30,22,7,0,0,204,0.0332,0,0.9668,0.1152,0,0.8848,0,211,0,19,107194,0
2017-04-10,40,36,4,24,14,29,22,23,2,0,403,0.0537,0.0047,0.9416,0.3451,0.015,0.6399,0,428,0,19,107721,0
2017-04-11,40,36,4,24,13,30,20,131,0,0,391,0.251,0,0.749,0.5138,0,0.4862,0,522,0,19,108261,0
2017-04-12,40,36,4,27,17,31,21,133,9,0,310,0.2942,0.0199,0.6858,0.5652,0.0259,0.4088,1,452,0,19,108735,0
2017-04-13,40,36,4,21,16,29,21,128,66,0,684,0.1458,0.0752,0.779,0.3524,0.0586,0.5891,5,878,0,19,109640,0
2017-04-14,40,36,4,19,7,29,20,65,0,0,512,0.1127,0,0.8873,0.2545,0,0.7455,8,577,0,19,110240,0
2017-04-15,40,36,4,18,9,30,20,120,0,0,700,0.1463,0,0.8537,0.3122,0,0.6878,1,820,0,19,111061,0
2017-04-16,40,36,4,16,8,29,21,31,0,0,419,0.0689,0,0.9311,0.2164,0,0.7836,8,450,0,19,111527,0
2017-04-17,41,36,5,21,13,30,21,100,1,0,359,0.2174,0.0022,0.7804,0.5062,0.0015,0.4923,10,460,0,20,112036,0
2017-04-18,41,36,5,25,21,31,23,159,3,0,456,0.2573,0.0049,0.7379,0.5753,0.0096,0.4151,7,618,0,20,112755,0
2017-04-19,41,36,5,25,19,30,25,161,8,0,475,0.25,0.0124,0.7376,0.5219,0.012,0.4661,11,644,0,20,113440,0
2017-04-20,41,36,5,26,18,31,25,234,4,0,318,0.4209,0.0072,0.5719,0.6097,0.0122,0.3781,12,556,0,20,114021,0
2017-04-21,41,36,5,25,20,31,25,168,18,0,123,0.5437,0.0583,0.3981,0.7609,0.0579,0.1813,9,309,0,20,114370,0
2017-04-22,41,36,5,18,7,31,25,11,16,0,12,0.2821,0.4103,0.3077,0.4608,0.2941,0.2451,0,39,0,20,114410,0
2017-04-23,41,36,5,14,4,31,25,9,2,0,66,0.1169,0.026,0.8571,0.2994,0.0599,0.6407,10,77,0,20,114497,0
2017-04-24,41,36,5,24,15,31,25,96,15,0,785,0.1071,0.0167,0.8761,0.3183,0.0283,0.6534,12,896,0,20,115437,0
2017-04-25,46,36,10,33,15,37,23,164,52,0,352,0.2887,0.0915,0.6197,0.4811,0.1039,0.415,6,568,0,20,116041,0
2017-04-26,46,36,10,26,13,35,23,77,0,0,236,0.246,0,0.754,0.565,0.004,0.431,9,313,0,20,116398,0
2017-04-27,46,36,10,27,17,34,25,87,52,0,171,0.2806,0.1677,0.5516,0.4051,0.2528,0.3422,4,310,0,20,116732,0
2017-04-28,46,36,10,30,18,35,24,93,8,0,79,0.5167,0.0444,0.4389,0.7825,0.0679,0.1496,4,180,0,20,116985,0
2017-04-29,46,36,10,23,11,36,23,38,0,0,102,0.2714,0,0.7286,0.4282,0.0028,0.569,0,140,0,20,117129,0
2017-04-30,46,36,10,21,13,36,24,15,21,0,18,0.2778,0.3889,0.3333,0.5611,0.276,0.1629,1,54,0,20,117184,0
2017-05-01,46,36,10,28,17,37,25,342,6,0,127,0.72,0.0126,0.2674,0.8714,0.0129,0.1158,11,475,0,20,117692,0
2017-05-02,46,36,10,25,18,36,24,384,0,0,353,0.521,0,0.479,0.7256,0.0009,0.2735,3,737,0,20,118435,0
2017-05-03,46,36,10,24,15,36,26,169,14,0,685,0.1947,0.0161,0.7892,0.425,0.0128,0.5621,3,868,0,21,119332,19
2017-05-04,46,36,10,26,23,34,28,239,33,0,548,0.2915,0.0402,0.6683,0.5321,0.0315,0.4365,11,820,0,21,120224,56
2017-05-05,46,36,10,28,17,34,25,37,10,0,47,0.3936,0.1064,0.5,0.7386,0.0584,0.203,0,94,0,21,120329,11
2017-05-06,46,36,10,22,9,33,26,15,3,0,51,0.2174,0.0435,0.7391,0.3708,0.1124,0.5169,2,69,0,21,120421,19
2017-05-07,46,36,10,17,6,33,26,8,0,0,89,0.0825,0,0.9175,0.2321,0.0045,0.7634,0,97,0,21,120519,0
2017-05-08,46,36,10,28,15,33,27,79,6,0,130,0.3674,0.0279,0.6047,0.6692,0.0363,0.2945,4,215,0,21,120754,0
2017-05-09,46,36,10,26,16,32,27,66,9,0,166,0.2739,0.0373,0.6888,0.6782,0.031,0.2908,1,241,0,21,121056,0
2017-05-10,46,36,10,28,19,32,28,60,51,0,260,0.1617,0.1375,0.7008,0.4352,0.1463,0.4185,8,371,0,21,121463,0
2017-05-11,46,36,10,24,14,32,25,83,11,0,172,0.312,0.0414,0.6466,0.5831,0.0313,0.3855,2,266,0,21,121729,0
2017-05-12,46,36,10,25,17,31,23,88,1,0,146,0.3745,0.0043,0.6213,0.705,0.0105,0.2846,5,235,0,21,121973,0
2017-05-13,46,36,10,19,10,31,23,24,0,0,67,0.2637,0,0.7363,0.5343,0,0.4657,2,91,0,21,122067,0
2017-05-14,46,36,10,20,9,31,24,28,1,0,13,0.6667,0.0238,0.3095,0.8462,0.0275,0.1264,1,42,0,21,122107,0
2017-05-15,46,36,10,27,16,30,23,112,9,0,655,0.1443,0.0116,0.8441,0.3575,0.0196,0.623,11,776,0,21,122901,0
2017-05-16,46,36,10,29,18,31,25,79,40,0,214,0.2372,0.1201,0.6426,0.4671,0.1507,0.3822,27,333,0,21,123270,0
2017-05-17,46,36,10,28,17,30,25,204,15,0,224,0.4605,0.0339,0.5056,0.6534,0.0391,0.3075,4,443,0,21,123721,0
2017-05-18,46,36,10,28,18,30,26,90,13,0,212,0.2857,0.0413,0.673,0.5461,0.0716,0.3823,8,315,0,21,124067,0
2017-05-19,46,36,10,28,17,31,26,92,7,0,283,0.2408,0.0183,0.7408,0.5628,0.0239,0.4133,16,382,0,21,124480,0
2017-05-20,46,36,10,22,12,31,25,5,14,0,192,0.0237,0.0664,0.91,0.1393,0.0982,0.7626,0,211,0,21,124693,0
2017-05-21,46,36,10,21,11,31,25,63,3,0,132,0.3182,0.0152,0.6667,0.5281,0.0341,0.4378,8,198,0,21,124907,0
2017-05-22,46,36,10,27,14,33,26,69,21,0,188,0.2482,0.0755,0.6763,0.4697,0.1108,0.4195,8,278,0,21,125211,0
2017-05-23,46,36,10,30,21,33,27,176,34,0,656,0.2032,0.0393,0.7575,0.366,0.059,0.575,9,866,0,15,126205,0
2017-05-24,46,36,10,27,21,33,28,377,11,0,404,0.476,0.0139,0.5101,0.7044,0.0168,0.2788,19,792,0,16,127039,2
2017-05-25,46,36,10,28,16,33,28,129,8,0,145,0.4574,0.0284,0.5142,0.6727,0.0428,0.2845,2,282,0,16,127332,0
2017-05-26,46,36,10,24,17,32,28,165,7,0,93,0.6226,0.0264,0.3509,0.8089,0.0283,0.1628,22,265,0,16,127633,0
2017-05-27,46,36,10,21,8,32,28,18,0,0,31,0.3673,0,0.6327,0.6974,0.0132,0.2895,2,49,0,16,127686,0
2017-05-28,46,36,10,20,8,32,28,19,0,0,23,0.4524,0,0.5476,0.7356,0.0057,0.2586,6,42,0,16,127734,0
2017-05-29,46,36,10,22,13,32,27,31,0,0,63,0.3298,0,0.6702,0.6425,0,0.3575,0,94,0,16,127854,0
2017-05-30,46,36,10,21,16,29,25,196,1,0,375,0.3427,0.0017,0.6556,0.5999,0.0012,0.399,9,572,0,16,128449,1
2017-05-31,46,36,10,25,12,29,24,131,7,0,122,0.5038,0.0269,0.4692,0.7234,0.0263,0.2503,8,260,0,16,128717,1
2017-06-01,46,36,10,21,15,29,22,213,3,0,116,0.6416,0.009,0.3494,0.8163,0.0177,0.166,3,332,0,16,129067,1
