Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2017-06-02,46,36,10,25,17,30,22,285,2,0,914,0.2373,0.0017,0.761,0.4151,0.0039,0.581,3,1201,0,16,130275,1
2017-06-03,46,36,10,17,7,30,20,53,0,0,164,0.2442,0,0.7558,0.4711,0,0.5289,2,217,0,16,130498,1
2017-06-04,46,36,10,22,15,29,22,103,0,0,73,0.5852,0,0.4148,0.7732,0,0.2268,10,176,0,16,130698,1
2017-06-05,46,36,10,28,24,30,26,119,19,0,116,0.4685,0.0748,0.4567,0.6862,0.0796,0.2342,4,254,0,16,130965,1
2017-06-06,46,36,10,27,23,30,27,177,13,0,162,0.5028,0.0369,0.4602,0.6941,0.0383,0.2675,4,352,0,16,131319,1
2017-06-07,46,36,10,25,17,30,28,193,3,0,154,0.5514,0.0086,0.44,0.7267,0.0213,0.2519,16,350,0,16,131687,2
2017-06-08,46,36,10,25,18,31,29,107,3,0,87,0.5431,0.0152,0.4416,0.7437,0.0252,0.2311,23,197,0,16,131907,1
2017-06-09,46,36,10,26,16,31,29,98,15,0,108,0.4434,0.0679,0.4887,0.6227,0.0666,0.3107,16,221,0,16,132153,1
2017-06-10,46,36,10,21,9,31,29,21,0,0,52,0.2877,0,0.7123,0.5437,0.0146,0.4417,6,73,0,16,132234,1
2017-06-11,46,36,10,20,9,31,29,63,0,0,28,0.6923,0,0.3077,0.7883,0.0031,0.2086,15,91,0,16,132341,1
2017-06-12,46,36,10,25,12,31,27,111,15,0,83,0.5311,0.0718,0.3971,0.7194,0.0612,0.2194,11,209,0,16,132565,1
2017-06-13,46,36,10,27,14,32,26,41,11,0,147,0.206,0.0553,0.7387,0.4365,0.0846,0.4788,3,199,0,16,132769,1
2017-06-14,46,36,10,29,17,33,26,61,35,0,118,0.285,0.1636,0.5514,0.5269,0.1799,0.2932,22,214,0,16,133008,1
2017-06-15,46,36,10,23,17,33,25,69,1,0,23,0.7419,0.0108,0.2473,0.8684,0.0417,0.0899,6,93,0,16,133110,1
2017-06-16,46,36,10,22,9,32,24,136,3,0,15,0.8831,0.0195,0.0974,0.9239,0.0254,0.0508,4,154,0,16,133272,1
2017-06-17,46,36,10,22,8,32,24,21,5,0,13,0.5385,0.1282,0.3333,0.7379,0.131,0.131,5,39,0,16,133316,1
2017-06-18,46,36,10,26,10,32,24,28,3,0,85,0.2414,0.0259,0.7328,0.4204,0.1019,0.4777,0,116,0,16,133434,1
2017-06-19,46,36,10,25,17,32,24,116,13,0,207,0.3452,0.0387,0.6161,0.629,0.0454,0.3256,8,336,0,16,133791,17
2017-06-20,46,36,10,28,16,31,26,71,14,0,23,0.6574,0.1296,0.213,0.7482,0.1453,0.1065,7,108,0,16,133907,1
2017-06-21,46,36,10,23,15,31,25,68,3,0,130,0.3383,0.0149,0.6468,0.5646,0.0407,0.3947,3,201,0,16,134114,3
2017-06-22,46,36,10,26,13,31,23,103,15,0,148,0.3872,0.0564,0.5564,0.6068,0.0638,0.3294,6,266,0,16,134387,1
2017-06-23,46,36,10,27,19,32,25,98,12,0,312,0.2322,0.0284,0.7393,0.4543,0.0415,0.5042,23,422,0,16,134834,3
2017-06-24,46,36,10,17,10,32,24,8,0,0,102,0.0727,0,0.9273,0.2957,0.0156,0.6887,2,110,0,16,134968,22
2017-06-25,46,36,10,17,8,32,24,94,0,0,51,0.6483,0,0.3517,0.7939,0.0047,0.2014,10,145,0,16,135124,2
2017-06-26,46,36,10,23,13,32,24,55,4,0,71,0.4231,0.0308,0.5462,0.6918,0.032,0.2763,4,130,0,16,135259,1
2017-06-27,46,36,10,25,14,31,24,28,3,0,96,0.2205,0.0236,0.7559,0.539,0.0327,0.4282,3,127,0,16,135401,12
2017-06-28,46,36,10,27,18,31,25,64,15,0,143,0.2883,0.0676,0.6441,0.5453,0.0974,0.3573,6,222,0,16,135630,1
2017-06-29,46,36,10,25,17,31,25,58,2,0,63,0.4715,0.0163,0.5122,0.7446,0.03,0.2253,4,123,0,16,135764,8
2017-06-30,46,36,10,20,16,28,24,66,0,0,343,0.1614,0,0.8386,0.3473,0,0.6527,11,409,0,16,136187,3
2017-07-01,46,36,10,18,10,29,24,57,0,0,5,0.9194,0,0.0806,0.9371,0.0114,0.0514,20,62,0,16,136262,3
2017-07-02,46,36,10,19,6,29,24,90,0,0,8,0.9184,0,0.0816,0.959,0,0.041,5,98,0,16,136371,8
2017-07-03,46,36,10,16,10,30,22,27,0,0,54,0.3333,0,0.6667,0.5242,0.0088,0.467,5,81,0,16,136459,2
2017-07-04,46,36,10,22,14,30,23,66,3,0,179,0.2661,0.0121,0.7218,0.5427,0.0217,0.4357,2,248,0,16,136725,16
2017-07-05,46,36,10,26,16,29,21,84,0,0,179,0.3194,0,0.6806,0.5953,0.0052,0.3995,9,263,0,16,137028,32
2017-07-06,47,37,10,24,14,28,21,74,0,0,101,0.4229,0,0.5771,0.7023,0,0.2977,4,175,0,16,137215,6
2017-07-07,48,37,11,26,15,29,20,73,2,0,71,0.5,0.0137,0.4863,0.7841,0.0216,0.1943,18,146,0,16,137403,19
2017-07-08,48,37,11,18,10,29,20,34,0,0,43,0.4416,0,0.5584,0.6408,0.0082,0.351,4,77,0,16,137488,4
2017-07-09,48,37,11,20,10,29,21,28,0,0,13,0.6829,0,0.3171,0.8929,0.0045,0.1027,13,41,0,16,137554,11
2017-07-10,49,37,12,25,16,31,24,85,1,0,576,0.1284,0.0015,0.8701,0.4138,0.0048,0.5815,8,662,0,16,138320,94
2017-07-11,49,37,12,23,16,32,24,79,7,0,111,0.401,0.0355,0.5635,0.6438,0.0365,0.3197,8,197,0,16,138530,5
2017-07-12,49,37,12,22,13,32,24,50,0,0,153,0.2463,0,0.7537,0.5635,0.0034,0.4332,3,203,0,16,138752,14
2017-07-13,49,39,10,23,14,33,24,42,0,0,203,0.1714,0,0.8286,0.5522,0.0023,0.4455,4,245,0,16,139069,67
2017-07-14,49,39,10,22,12,31,24,32,0,0,103,0.237,0,0.763,0.6104,0,0.3896,40,135,0,16,139323,70
2017-07-15,49,39,10,17,7,31,23,3,0,0,20,0.1304,0,0.8696,0.4321,0,0.5679,2,23,0,16,139348,0
2017-07-16,49,39,10,18,9,32,22,31,0,0,31,0.5,0,0.5,0.5893,0.006,0.4048,4,62,0,16,139414,0
2017-07-17,49,39,10,25,17,30,24,80,0,0,212,0.274,0,0.726,0.5243,0,0.4757,12,292,0,16,139737,18
2017-07-18,49,39,10,20,15,28,23,87,0,0,80,0.521,0,0.479,0.7701,0,0.2299,5,167,0,15,139957,44
2017-07-19,49,39,10,24,17,27,22,97,0,0,171,0.3619,0,0.6381,0.6926,0,0.3074,17,268,0,15,140273,31
2017-07-20,49,39,10,22,15,26,21,55,0,0,68,0.4472,0,0.5528,0.7478,0,0.2522,7,123,0,15,140428,24
2017-07-21,49,39,10,26,15,28,22,69,0,0,96,0.4182,0,0.5818,0.7102,0.0017,0.2881,10,165,0,15,140615,11
2017-07-22,49,39,10,18,9,28,22,107,0,0,9,0.9224,0,0.0776,0.9417,0,0.0583,2,116,0,15,140733,0
2017-07-23,49,39,10,16,6,28,21,10,0,0,1,0.9091,0,0.0909,0.9444,0,0.0556,3,11,0,15,140747,0
2017-07-24,49,39,10,23,17,29,23,110,102,0,202,0.2657,0.2464,0.4879,0.4496,0.2077,0.3427,15,414,0,15,141192,16
2017-07-25,49,39,10,25,16,29,23,130,46,0,245,0.3088,0.1093,0.5819,0.5511,0.091,0.3579,13,421,0,15,141633,26
2017-07-26,49,39,10,25,18,30,23,114,0,0,221,0.3403,0,0.6597,0.6249,0.0021,0.373,4,335,0,15,141977,5
2017-07-27,49,39,10,23,18,30,23,53,0,0,437,0.1082,0,0.8918,0.4244,0.0009,0.5747,7,490,0,15,142512,38
2017-07-28,49,39,10,23,16,30,24,78,49,0,25,0.5132,0.3224,0.1645,0.8133,0.1126,0.0741,9,152,0,15,142696,22
2017-07-29,49,39,10,19,7,30,24,16,0,0,0,1,0,0,1,0,0,3,16,0,15,142715,0
2017-07-30,49,39,10,15,8,29,24,25,1,0,116,0.1761,0.007,0.8169,0.32,0.0033,0.6767,6,142,0,15,142864,0
2017-07-31,49,39,10,21,16,29,23,159,74,0,263,0.3206,0.1492,0.5302,0.629,0.0653,0.3057,9,496,0,15,143390,21
2017-08-01,49,39,10,29,20,31,23,92,20,0,646,0.1214,0.0264,0.8522,0.2834,0.0429,0.6737,28,758,0,15,144178,4
2017-08-02,49,39,10,26,19,33,23,86,12,0,241,0.2537,0.0354,0.7109,0.4919,0.0214,0.4868,44,339,0,16,144573,6
2017-08-03,49,39,10,23,14,33,23,395,2,0,308,0.5603,0.0028,0.4369,0.7445,0.0047,0.2508,8,705,0,16,145291,4
2017-08-04,49,39,10,23,15,33,23,50,20,0,248,0.1572,0.0629,0.7799,0.3995,0.0448,0.5557,11,318,0,16,145624,4
2017-08-05,49,39,10,19,9,33,23,26,47,0,37,0.2364,0.4273,0.3364,0.4325,0.2976,0.2699,5,110,0,16,145739,0
2017-08-06,49,39,10,15,4,33,23,2,9,0,0,0.1818,0.8182,0,0.6512,0.3256,0.0233,1,11,0,16,145751,0
2017-08-07,49,39,10,21,11,32,24,53,35,0,20,0.4907,0.3241,0.1852,0.7289,0.1765,0.0946,7,108,0,16,145866,0
2017-08-08,49,39,10,24,20,32,24,109,10,0,581,0.1557,0.0143,0.83,0.3943,0.0118,0.5939,16,700,0,16,146608,29
2017-08-09,49,39,10,24,14,29,23,72,5,0,132,0.3445,0.0239,0.6316,0.597,0.0197,0.3833,13,209,0,16,146838,5
2017-08-10,49,39,10,24,10,31,23,79,8,0,35,0.6475,0.0656,0.2869,0.8232,0.0484,0.1284,6,122,0,16,146967,1
2017-08-11,49,39,10,23,17,31,24,148,1,0,259,0.3627,0.0025,0.6348,0.5803,0.0085,0.4112,19,408,0,16,147416,23
2017-08-12,49,39,10,18,9,31,24,24,0,0,19,0.5581,0,0.4419,0.7279,0,0.2721,1,43,0,16,147459,0
2017-08-13,49,39,10,16,4,30,23,13,0,0,3,0.8125,0,0.1875,0.8657,0,0.1343,2,16,0,16,147476,0
2017-08-14,49,39,10,24,16,29,22,167,8,0,439,0.272,0.013,0.715,0.5311,0.0124,0.4565,25,614,0,16,148137,18
2017-08-15,49,39,10,24,16,28,22,45,2,0,254,0.1495,0.0066,0.8439,0.3509,0.0156,0.6335,7,301,0,16,148452,4
2017-08-16,49,39,10,21,16,28,21,66,0,0,601,0.099,0,0.901,0.2395,0.0049,0.7555,9,667,0,16,149136,3
2017-08-17,49,39,10,23,16,28,23,46,6,0,362,0.1111,0.0145,0.8744,0.3438,0.0156,0.6406,8,414,0,16,149561,5
2017-08-18,49,39,10,23,16,27,22,130,11,0,233,0.3476,0.0294,0.623,0.5263,0.0203,0.4534,26,374,0,16,149956,0
2017-08-19,49,39,10,14,11,27,22,72,0,0,49,0.595,0,0.405,0.7267,0.0031,0.2702,6,121,0,16,150083,0
2017-08-20,49,39,10,18,9,26,22,15,0,0,249,0.0568,0,0.9432,0.1783,0.0019,0.8198,10,264,0,16,150357,0
2017-08-21,49,39,10,22,15,26,24,28,69,0,257,0.0791,0.1949,0.726,0.3056,0.1079,0.5865,18,354,0,16,150735,5
2017-08-22,49,39,10,20,12,26,23,63,22,0,359,0.1419,0.0495,0.8086,0.3063,0.0384,0.6553,16,444,0,16,151185,10
2017-08-23,49,39,10,23,16,27,23,59,103,0,367,0.1115,0.1947,0.6938,0.2874,0.1032,0.6094,8,529,0,16,151722,0
2017-08-24,49,39,10,23,14,27,21,141,3,0,440,0.2414,0.0051,0.7534,0.4844,0.0063,0.5094,16,584,0,16,152322,0
2017-08-25,49,39,10,21,13,28,19,106,0,0,229,0.3164,0,0.6836,0.5355,0,0.4645,15,335,0,16,152680,6
2017-08-26,49,39,10,18,11,28,20,27,1,0,28,0.4821,0.0179,0.5,0.7424,0.0152,0.2424,1,56,0,16,152737,0
2017-08-27,49,39,10,17,8,28,20,24,1,0,6,0.7742,0.0323,0.1935,0.876,0.0078,0.1163,10,31,0,16,152776,0
2017-08-28,49,39,10,21,15,26,21,35,1,0,589,0.056,0.0016,0.9424,0.1635,0.0026,0.8339,14,625,0,16,153416,0
2017-08-29,49,39,10,21,18,27,22,68,0,0,147,0.3163,0,0.6837,0.5925,0.006,0.4015,6,215,0,16,153637,0
2017-08-30,49,39,10,21,12,28,22,31,0,0,238,0.1152,0,0.8848,0.3835,0.003,0.6135,2,269,0,16,153955,49
2017-08-31,49,39,10,19,11,26,20,39,0,0,49,0.4432,0,0.5568,0.7281,0.0094,0.2625,11,88,0,16,154069,12
2017-09-01,49,39,10,22,16,29,23,168,26,0,212,0.4138,0.064,0.5222,0.5953,0.0558,0.3488,11,406,0,16,154482,0
2017-09-02,49,39,10,18,8,30,23,18,2,0,2,0.8182,0.0909,0.0909,0.9115,0.0442,0.0442,1,22,0,16,154505,0
2017-09-03,49,39,10,17,11,29,22,41,1,0,95,0.2993,0.0073,0.6934,0.5447,0.0168,0.4385,5,137,0,16,154647,0
2017-09-04,49,39,10,20,14,28,24,75,32,0,258,0.2055,0.0877,0.7068,0.395,0.0908,0.5142,11,365,0,16,155027,0
2017-09-05,49,39,10,25,15,29,23,34,19,0,265,0.1069,0.0597,0.8333,0.3777,0.0714,0.5508,4,318,0,16,155350,1
2017-09-06,49,39,10,24,15,29,26,67,1,0,123,0.3508,0.0052,0.644,0.6406,0.023,0.3364,15,191,0,16,155562,2
2017-09-07,49,39,10,25,16,29,26,58,3,0,359,0.1381,0.0071,0.8548,0.2971,0.016,0.6869,11,420,0,16,155993,0
2017-09-08,49,39,10,22,14,29,24,72,2,0,240,0.2293,0.0064,0.7643,0.464,0.0112,0.5248,8,314,0,16,156326,16
2017-09-09,49,39,10,13,7,28,24,14,0,0,40,0.2593,0,0.7407,0.4052,0.0086,0.5862,4,54,0,16,156383,0
2017-09-10,49,39,10,14,8,29,24,51,10,0,25,0.593,0.1163,0.2907,0.6584,0.1276,0.214,6,86,0,16,156477,0
2017-09-11,49,39,10,20,15,29,23,45,1,0,160,0.2184,0.0049,0.7767,0.4483,0.011,0.5408,12,206,0,16,156696,0
2017-09-12,49,39,10,25,16,29,24,46,0,0,333,0.1214,0,0.8786,0.2936,0.005,0.7014,7,379,0,16,157083,0
2017-09-13,49,39,10,24,17,30,22,66,0,0,287,0.187,0,0.813,0.4947,0.0011,0.5043,7,353,0,16,157442,0
2017-09-14,49,39,10,23,15,30,23,56,0,0,164,0.2545,0,0.7455,0.5663,0,0.4337,12,220,0,16,157675,2
2017-09-15,49,39,10,24,16,29,23,56,8,0,94,0.3544,0.0506,0.5949,0.6727,0.0397,0.2876,11,158,0,16,157849,4
2017-09-16,49,39,10,16,4,29,23,3,0,0,97,0.03,0,0.97,0.1863,0,0.8137,4,100,0,16,157952,0
2017-09-17,49,39,10,18,9,28,23,31,0,0,162,0.1606,0,0.8394,0.3121,0,0.6879,7,193,0,16,158151,0
2017-09-18,49,39,10,25,20,27,23,103,1,0,136,0.4292,0.0042,0.5667,0.6611,0.0083,0.3306,5,240,0,16,158398,1
2017-09-19,49,39,10,26,17,27,22,110,1,0,397,0.2165,0.002,0.7815,0.3814,0.0096,0.609,8,508,0,16,158915,1
2017-09-20,49,39,10,25,23,27,24,98,0,0,204,0.3245,0,0.6755,0.5087,0,0.4913,13,302,0,16,159231,1
2017-09-21,49,39,10,28,19,29,25,98,13,0,390,0.1956,0.0259,0.7784,0.3857,0.0455,0.5687,6,501,0,16,159737,0
2017-09-22,49,39,10,25,14,30,25,30,4,0,69,0.2913,0.0388,0.6699,0.5776,0.0345,0.3879,5,103,0,16,159845,0
2017-09-23,49,39,10,19,5,30,25,8,0,0,98,0.0755,0,0.9245,0.2217,0.0047,0.7736,2,106,0,16,159953,0
2017-09-24,49,39,10,17,3,30,25,3,0,0,1,0.75,0,0.25,0.8684,0,0.1316,1,4,0,16,159958,0
2017-09-25,49,39,10,23,14,30,25,70,0,0,229,0.2341,0,0.7659,0.4124,0.0027,0.5849,1,299,0,17,160260,0
2017-09-26,49,39,10,27,18,30,24,49,0,0,316,0.1342,0,0.8658,0.3435,0.0012,0.6553,7,365,0,17,160641,9
2017-09-27,49,39,10,26,15,30,23,212,0,0,285,0.4266,0,0.5734,0.5468,0.0016,0.4516,2,497,0,18,161147,0
2017-09-28,49,39,10,24,14,30,22,155,0,0,160,0.4921,0,0.5079,0.6182,0,0.3818,8,315,0,18,161485,8
2017-09-29,49,39,10,22,16,29,22,74,1,0,275,0.2114,0.0029,0.7857,0.3663,0.0076,0.6261,5,350,0,18,161840,0
2017-09-30,49,39,10,19,9,28,22,44,0,0,4,0.9167,0,0.0833,0.9471,0.0096,0.0433,17,48,0,18,161904,0
2017-10-01,49,39,10,19,5,28,22,17,0,0,19,0.4722,0,0.5278,0.6792,0,0.3208,1,36,0,18,161941,0
2017-10-02,49,39,10,23,19,29,23,126,0,0,426,0.2283,0,0.7717,0.423,0.0008,0.5763,13,552,0,18,162538,31
2017-10-03,49,39,10,25,17,30,22,153,0,0,285,0.3493,0,0.6507,0.5525,0.0009,0.4466,5,438,0,18,162980,0
2017-10-04,49,39,10,26,14,28,21,199,0,0,102,0.6611,0,0.3389,0.7943,0,0.2057,2,301,0,18,163282,0
2017-10-05,49,39,10,26,16,30,23,96,0,0,380,0.2017,0,0.7983,0.4024,0,0.5976,2,476,0,18,163759,0
2017-10-06,49,39,10,20,12,30,21,86,0,0,176,0.3282,0,0.6718,0.5217,0,0.4783,9,262,0,18,164029,1
2017-10-07,49,39,10,19,9,29,21,8,0,0,19,0.2963,0,0.7037,0.6837,0,0.3163,0,27,0,18,164056,0
2017-10-08,49,39,10,15,8,30,21,53,0,0,8,0.8689,0,0.1311,0.929,0,0.071,15,61,0,18,164132,0
2017-10-09,49,39,10,21,10,30,21,36,0,0,38,0.4865,0,0.5135,0.6729,0.0093,0.3178,3,74,0,18,164206,0
2017-10-10,49,39,10,23,14,29,21,138,0,0,136,0.5036,0,0.4964,0.6717,0.0014,0.3269,2,274,0,18,164481,0
2017-10-11,49,39,10,24,15,28,21,168,0,0,202,0.4541,0,0.5459,0.6504,0,0.3496,2,370,0,18,164853,0
2017-10-12,49,39,10,25,16,27,21,195,0,0,593,0.2475,0,0.7525,0.4146,0,0.5854,6,788,0,18,165647,0
2017-10-13,49,39,10,24,16,28,22,238,9,0,666,0.2607,0.0099,0.7295,0.4772,0.006,0.5168,3,913,0,18,166567,0
2017-10-14,49,39,10,17,7,29,21,28,0,0,5,0.8485,0,0.1515,0.9098,0.0082,0.082,4,33,0,18,166604,0
2017-10-15,49,39,10,17,7,29,21,15,0,0,5,0.75,0,0.25,0.8372,0.0116,0.1512,2,20,0,18,166627,0
2017-10-16,49,39,10,23,18,29,24,51,8,0,224,0.1802,0.0283,0.7915,0.4164,0.0164,0.5672,0,283,0,18,166919,9
2017-10-17,49,39,10,22,16,28,23,113,1,0,139,0.4466,0.004,0.5494,0.6252,0.0044,0.3704,7,253,0,18,167181,2
2017-10-18,49,39,10,24,16,27,22,131,0,0,240,0.3531,0,0.6469,0.5537,0,0.4463,6,371,0,18,167566,5
2017-10-19,49,39,10,22,14,26,21,249,0,0,41,0.8586,0,0.1414,0.9104,0,0.0896,7,290,0,18,167863,0
2017-10-20,49,39,10,20,10,26,21,60,0,0,88,0.4054,0,0.5946,0.6411,0,0.3589,7,148,0,18,168018,1
2017-10-21,49,39,10,16,8,25,21,18,0,0,6,0.75,0,0.25,0.9027,0,0.0973,0,24,0,18,168042,0
2017-10-22,49,39,10,17,11,25,21,16,4,0,12,0.5,0.125,0.375,0.7623,0.0328,0.2049,2,32,0,18,168077,0
2017-10-23,49,39,10,23,15,25,21,47,1,0,329,0.1247,0.0027,0.8727,0.2819,0.0026,0.7156,3,377,0,18,168480,23
2017-10-24,49,39,10,20,14,25,21,168,0,0,491,0.2549,0,0.7451,0.4,0,0.6,3,659,0,18,169140,0
2017-10-25,49,39,10,22,16,25,21,118,0,0,64,0.6484,0,0.3516,0.8349,0,0.1651,4,182,0,18,169324,0
2017-10-26,49,39,10,23,16,25,21,92,0,0,352,0.2072,0,0.7928,0.3824,0,0.6176,3,444,0,18,169768,0
2017-10-27,49,39,10,24,17,26,21,63,5,0,366,0.1452,0.0115,0.8433,0.3679,0.0096,0.6225,18,434,0,18,170305,85
2017-10-28,49,39,10,20,7,26,21,24,0,0,34,0.4138,0,0.5862,0.6882,0,0.3118,8,58,0,18,170369,0
2017-10-29,49,39,10,17,6,26,21,31,0,0,10,0.7561,0,0.2439,0.8217,0,0.1783,6,41,0,18,170416,0
2017-10-30,49,39,10,22,15,26,21,143,0,0,366,0.2809,0,0.7191,0.41,0,0.59,6,509,0,18,170987,59
2017-10-31,50,40,10,25,14,29,22,111,0,0,143,0.437,0,0.563,0.6683,0.0126,0.319,3,254,0,16,171281,7
2017-11-01,50,40,10,24,15,29,21,128,0,0,131,0.4942,0,0.5058,0.7128,0,0.2872,5,259,0,16,171545,1
2017-11-02,50,40,10,25,17,29,22,46,0,0,228,0.1679,0,0.8321,0.4258,0.0015,0.5727,3,274,0,16,171823,0
2017-11-03,50,40,10,27,20,29,23,73,0,0,184,0.284,0,0.716,0.5523,0,0.4477,3,257,0,16,172103,17
2017-11-04,50,40,10,22,10,30,24,20,0,0,239,0.0772,0,0.9228,0.2539,0.0019,0.7442,6,259,0,16,172371,4
2017-11-05,50,40,10,23,11,30,24,39,1,0,71,0.3514,0.009,0.6396,0.5307,0.0361,0.4332,5,111,0,16,172486,0
2017-11-06,50,40,10,23,14,30,24,59,0,0,150,0.2823,0,0.7177,0.548,0.0018,0.4502,3,209,0,16,172705,5
2017-11-07,50,40,10,25,17,29,25,335,0,0,519,0.3923,0,0.6077,0.5598,0,0.4402,9,854,0,16,173566,3
2017-11-08,50,40,10,25,14,29,26,42,0,0,243,0.1474,0,0.8526,0.4029,0,0.5971,3,285,0,16,173854,0
2017-11-09,50,40,10,25,17,29,25,63,1,0,244,0.2045,0.0032,0.7922,0.4108,0.0053,0.5839,5,308,0,16,174168,2
2017-11-10,51,41,10,26,17,30,24,109,11,0,508,0.1736,0.0175,0.8089,0.3636,0.0132,0.6232,9,628,0,16,174813,2
2017-11-11,51,41,10,20,10,28,23,17,1,0,5,0.7391,0.0435,0.2174,0.8807,0.0183,0.1009,1,23,0,16,174837,0
2017-11-12,51,41,10,20,10,29,24,16,0,0,101,0.1368,0,0.8632,0.315,0.0037,0.6813,1,117,0,16,174955,0
2017-11-13,51,41,10,26,17,29,24,157,0,0,397,0.2834,0,0.7166,0.4566,0.0008,0.5427,7,554,0,16,175525,9
2017-11-14,51,41,10,27,18,29,24,196,0,0,478,0.2908,0,0.7092,0.4731,0,0.5269,14,674,0,16,176213,1
2017-11-15,51,41,10,25,18,29,24,105,4,0,161,0.3889,0.0148,0.5963,0.6415,0.0115,0.347,8,270,0,16,176493,1
2017-11-16,51,41,10,24,14,29,23,101,0,0,159,0.3885,0,0.6115,0.6274,0.0014,0.3712,2,260,0,16,176756,2
2017-11-17,51,41,10,26,18,29,23,84,6,0,155,0.3429,0.0245,0.6327,0.6307,0.0264,0.343,10,245,0,16,177036,21
2017-11-18,51,41,10,18,6,29,23,12,0,0,130,0.0845,0,0.9155,0.2551,0,0.7449,3,142,0,16,177181,0
2017-11-19,51,41,10,16,7,30,23,11,0,0,8,0.5789,0,0.4211,0.8361,0,0.1639,2,19,0,16,177202,0
2017-11-20,51,41,10,26,15,30,23,72,0,0,365,0.1648,0,0.8352,0.316,0.0009,0.6831,7,437,0,16,177672,24
2017-11-21,51,41,10,26,16,30,24,181,0,0,186,0.4932,0,0.5068,0.6772,0,0.3228,8,367,0,16,178051,6
2017-11-22,51,41,10,27,18,31,23,362,0,0,311,0.5379,0,0.4621,0.6658,0,0.3342,4,673,0,16,178730,1
2017-11-23,51,41,10,24,17,31,24,90,0,0,93,0.4918,0,0.5082,0.7004,0,0.2996,2,183,0,16,178924,8
2017-11-24,51,41,10,25,19,30,23,67,0,0,51,0.5678,0,0.4322,0.7687,0,0.2313,8,118,0,16,179050,0
2017-11-25,51,41,10,18,10,30,23,30,0,0,12,0.7143,0,0.2857,0.8235,0,0.1765,11,42,0,16,179103,0
2017-11-26,51,41,10,21,11,29,23,46,0,0,83,0.3566,0,0.6434,0.5446,0,0.4554,7,129,0,16,179239,0
2017-11-27,51,41,10,23,13,28,23,57,11,0,415,0.118,0.0228,0.8592,0.2402,0.0205,0.7393,9,483,0,16,179783,52
2017-11-28,51,41,10,22,13,28,23,38,0,0,101,0.2734,0,0.7266,0.5824,0,0.4176,9,139,0,16,179942,10
2017-11-29,51,41,10,26,18,28,23,170,0,0,370,0.3148,0,0.6852,0.4996,0,0.5004,6,540,0,16,180502,14
2017-11-30,51,41,10,26,19,28,24,53,0,0,163,0.2454,0,0.7546,0.5087,0,0.4913,2,216,0,16,180724,3
2017-12-01,51,41,10,24,17,28,25,121,0,0,218,0.3569,0,0.6431,0.5443,0,0.4557,1,339,0,16,181081,15
2017-12-02,51,41,10,19,9,28,25,43,0,0,51,0.4574,0,0.5426,0.6178,0,0.3822,2,94,0,16,181179,0
2017-12-03,51,41,10,16,9,28,25,40,0,0,9,0.8163,0,0.1837,0.8895,0,0.1105,5,49,0,16,181233,0
2017-12-04,52,42,10,26,13,28,25,33,0,0,329,0.0912,0,0.9088,0.2251,0,0.7749,9,362,0,16,181669,58
2017-12-05,52,42,10,23,14,28,24,80,13,0,299,0.2041,0.0332,0.7628,0.4487,0.0233,0.528,9,392,0,16,182077,5
2017-12-06,52,42,10,24,16,29,23,111,6,0,221,0.3284,0.0178,0.6538,0.5808,0.0133,0.406,7,338,0,16,182426,2
2017-12-07,52,42,10,26,16,29,21,86,11,0,385,0.1784,0.0228,0.7988,0.3997,0.0215,0.5789,9,482,0,16,182919,2
2017-12-08,52,42,10,26,17,30,22,134,0,0,154,0.4653,0,0.5347,0.712,0,0.288,0,288,0,16,183239,25
2017-12-09,52,42,10,18,9,30,22,42,0,0,22,0.6563,0,0.3438,0.7574,0,0.2426,9,64,0,16,183312,0
