Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2017-12-10,52,42,10,18,8,31,22,8,0,0,34,0.1905,0,0.8095,0.5455,0.0076,0.447,6,42,0,16,183359,0
2017-12-11,52,42,10,22,11,30,21,65,0,0,120,0.3514,0,0.6486,0.5357,0,0.4643,7,185,0,16,183555,0
2017-12-12,52,42,10,20,13,30,22,210,3,0,569,0.2685,0.0038,0.7276,0.4213,0.003,0.5757,6,782,0,16,184341,0
2017-12-13,52,42,10,24,16,29,22,244,0,0,118,0.674,0,0.326,0.7665,0,0.2335,5,362,0,16,184708,0
2017-12-14,52,42,10,25,13,28,20,47,0,0,94,0.3333,0,0.6667,0.5915,0,0.4085,5,141,0,16,184854,1
2017-12-15,52,42,10,23,14,27,19,46,0,0,198,0.1885,0,0.8115,0.4036,0,0.5964,5,244,0,16,185109,7
2017-12-16,52,42,10,10,3,27,19,30,0,0,0,1,0,0,0.9872,0,0.0128,7,30,0,16,185145,0
2017-12-17,52,42,10,14,5,26,19,23,0,0,0,1,0,0,1,0,0,2,23,0,16,185170,0
2017-12-18,52,42,10,20,12,26,19,46,15,0,148,0.2201,0.0718,0.7081,0.4455,0.0603,0.4942,6,209,0,16,185387,0
2017-12-19,52,42,10,21,14,26,19,44,0,0,83,0.3465,0,0.6535,0.6047,0,0.3953,7,127,0,16,185522,0
2017-12-20,52,42,10,22,13,26,17,49,0,0,112,0.3043,0,0.6957,0.5309,0,0.4691,8,161,0,16,185692,0
2017-12-21,52,42,10,19,8,26,16,17,0,0,26,0.3953,0,0.6047,0.6849,0,0.3151,3,43,0,16,185739,0
2017-12-22,52,42,10,15,7,26,15,101,0,0,2,0.9806,0,0.0194,0.975,0,0.025,4,103,0,16,185848,1
2017-12-23,52,42,10,16,10,26,15,20,0,0,19,0.5128,0,0.4872,0.7681,0,0.2319,3,39,0,16,185890,0
2017-12-24,52,42,10,15,3,26,15,0,0,0,16,0,0,1,0.434,0,0.566,1,16,0,16,185907,0
2017-12-25,52,42,10,10,4,26,15,4,0,0,4,0.5,0,0.5,0.8276,0,0.1724,5,8,0,16,185920,0
2017-12-26,52,42,10,10,3,25,13,0,0,0,1,0,0,1,0.9333,0,0.0667,2,1,0,16,185923,0
2017-12-27,52,42,10,9,4,23,11,17,0,0,0,1,0,0,1,0,0,3,17,0,16,185943,0
2017-12-28,52,42,10,14,8,23,13,26,0,0,62,0.2955,0,0.7045,0.5348,0,0.4652,13,88,0,16,186044,0
2017-12-29,52,42,10,10,4,23,13,12,0,0,0,1,0,0,0.9828,0,0.0172,6,12,0,16,186063,1
2017-12-30,52,42,10,13,3,24,11,5,0,0,27,0.1563,0,0.8438,0.4429,0,0.5571,0,32,0,16,186095,0
2017-12-31,52,42,10,11,6,23,12,16,0,0,133,0.1074,0,0.8926,0.1767,0,0.8233,3,149,0,16,186248,0
2018-01-01,52,42,10,14,10,22,13,44,0,0,8,0.8462,0,0.1538,0.8372,0,0.1628,15,52,0,16,186314,0
2018-01-02,52,42,10,14,8,22,13,138,0,0,140,0.4964,0,0.5036,0.5993,0,0.4007,4,278,0,16,186610,14
2018-01-03,52,42,10,20,9,23,14,132,0,0,150,0.4681,0,0.5319,0.6397,0,0.3603,4,282,0,16,186894,0
2018-01-04,52,42,10,13,8,22,13,79,0,0,136,0.3674,0,0.6326,0.5323,0,0.4677,4,215,0,16,187113,0
2018-01-05,52,42,10,16,10,23,15,57,0,0,71,0.4453,0,0.5547,0.6042,0,0.3958,0,128,0,16,187241,0
2018-01-06,52,42,10,16,6,23,15,23,0,0,116,0.1655,0,0.8345,0.3149,0,0.6851,4,139,0,16,187384,0
2018-01-07,52,42,10,15,8,24,15,55,0,0,43,0.5612,0,0.4388,0.6756,0.0038,0.3206,6,98,0,16,187489,0
2018-01-08,52,42,10,26,13,28,18,64,0,0,349,0.155,0,0.845,0.3229,0.0011,0.676,4,413,0,16,187960,0
2018-01-09,52,42,10,18,10,28,18,30,0,0,107,0.219,0,0.781,0.4435,0,0.5565,3,137,0,16,188099,0
2018-01-10,52,42,10,21,13,28,18,66,0,0,231,0.2222,0,0.7778,0.4275,0,0.5725,2,297,0,16,188409,11
2018-01-11,52,42,10,19,11,29,18,31,0,0,382,0.0751,0,0.9249,0.2142,0,0.7858,1,413,0,16,188275,4
2018-01-12,52,42,10,22,11,29,17,9,0,0,57,0.1364,0,0.8636,0.4631,0,0.5369,4,66,0,16,188346,0
2018-01-13,52,42,10,11,4,29,17,24,0,0,7,0.7742,0,0.2258,0.8182,0,0.1818,0,31,0,16,188377,0
2018-01-14,52,42,10,13,8,29,17,124,0,0,13,0.9051,0,0.0949,0.9248,0,0.0752,1,137,0,16,188515,0
2018-01-15,52,42,10,20,14,28,16,45,1,0,244,0.1552,0.0034,0.8414,0.2761,0.0064,0.7175,1,290,0,16,188807,0
2018-01-16,52,42,10,21,11,28,18,26,0,0,105,0.1985,0,0.8015,0.4033,0,0.5967,6,131,0,16,188945,0
2018-01-17,52,42,10,23,14,27,19,62,0,0,290,0.1761,0,0.8239,0.3802,0,0.6198,6,352,0,16,189301,0
2018-01-18,52,42,10,23,16,28,22,71,0,0,259,0.2152,0,0.7848,0.4025,0.0013,0.5963,6,330,0,16,189638,0
2018-01-19,52,42,10,23,15,28,22,70,0,0,113,0.3825,0,0.6175,0.6655,0,0.3345,4,183,0,16,189825,0
2018-01-20,52,42,10,15,5,27,22,34,0,0,42,0.4474,0,0.5526,0.633,0,0.367,19,76,0,16,189920,0
2018-01-21,52,42,10,17,5,28,22,6,0,0,8,0.4286,0,0.5714,0.8261,0,0.1739,4,14,0,16,189938,0
2018-01-22,52,42,10,21,12,28,21,94,0,0,155,0.3775,0,0.6225,0.5567,0.0017,0.4416,0,249,0,16,190194,8
2018-01-23,52,42,10,21,14,27,21,126,0,0,300,0.2958,0,0.7042,0.3857,0.001,0.6133,1,426,0,16,190621,0
2018-01-24,52,42,10,23,13,27,20,143,0,0,165,0.4643,0,0.5357,0.6304,0,0.3696,7,308,0,16,190955,22
2018-01-25,52,42,10,20,12,27,19,77,0,0,239,0.2437,0,0.7563,0.3879,0,0.6121,12,316,0,16,191283,0
2018-01-26,52,42,10,21,12,26,19,64,0,0,93,0.4076,0,0.5924,0.6551,0,0.3449,3,157,0,16,191442,0
2018-01-27,52,42,10,13,7,26,19,12,0,0,23,0.3429,0,0.6571,0.5802,0,0.4198,4,35,0,16,191480,0
2018-01-28,52,42,10,17,11,26,19,110,0,0,15,0.88,0,0.12,0.9019,0,0.0981,2,125,0,16,191607,0
2018-01-29,52,42,10,20,13,26,18,33,0,0,213,0.1341,0,0.8659,0.2974,0,0.7026,1,246,0,16,191855,0
2018-01-30,52,42,10,20,15,27,18,134,0,0,316,0.2978,0,0.7022,0.4573,0,0.5427,1,450,0,16,192306,0
2018-01-31,52,42,10,25,15,27,18,102,0,0,340,0.2308,0,0.7692,0.4169,0,0.5831,5,442,0,16,192752,0
2018-02-01,52,42,10,23,13,27,18,48,0,0,230,0.1727,0,0.8273,0.3435,0,0.6565,5,278,0,16,193034,0
2018-02-02,52,42,10,23,16,27,19,34,2,0,347,0.0888,0.0052,0.906,0.2432,0.0041,0.7527,8,383,0,16,193426,0
2018-02-03,52,42,10,16,6,27,19,3,0,0,26,0.1034,0,0.8966,0.4773,0,0.5227,0,29,0,16,193455,0
2018-02-04,52,42,10,14,9,27,19,93,0,0,581,0.138,0,0.862,0.2043,0.0017,0.794,4,674,0,16,194133,0
2018-02-05,53,42,11,23,14,28,19,148,3,0,283,0.341,0.0069,0.6521,0.5438,0.0063,0.4498,3,434,0,16,194573,0
2018-02-06,53,42,11,21,14,28,20,110,0,0,144,0.4331,0,0.5669,0.6428,0.0045,0.3528,2,254,0,16,194828,0
2018-02-07,53,42,11,24,13,27,20,41,0,0,562,0.068,0,0.932,0.1826,0,0.8174,1,603,0,16,195433,0
2018-02-08,53,42,11,20,12,27,20,46,0,0,260,0.1503,0,0.8497,0.3307,0,0.6693,2,306,0,16,195741,0
2018-02-09,53,42,11,23,15,30,19,71,0,0,78,0.4765,0,0.5235,0.6901,0,0.3099,3,149,0,16,195892,0
2018-02-10,53,42,11,17,10,30,19,25,0,0,32,0.4386,0,0.5614,0.5989,0,0.4011,4,57,0,16,195953,0
2018-02-11,53,42,11,14,8,30,19,43,0,0,17,0.7167,0,0.2833,0.8027,0,0.1973,5,60,0,16,196018,0
2018-02-12,53,42,11,18,11,30,18,51,0,0,329,0.1342,0,0.8658,0.2838,0,0.7162,1,380,0,16,196402,0
2018-02-13,53,42,11,23,15,29,19,28,0,0,412,0.0636,0,0.9364,0.1959,0,0.8041,3,440,0,16,196845,0
2018-02-14,53,42,11,24,14,29,19,304,0,0,133,0.6957,0,0.3043,0.7859,0,0.2141,7,437,0,16,197289,0
2018-02-15,53,42,11,21,13,29,20,120,0,0,96,0.5556,0,0.4444,0.7469,0,0.2531,3,216,0,16,197508,0
2018-02-16,53,42,11,24,14,26,19,219,0,0,164,0.5718,0,0.4282,0.7342,0.0009,0.2649,5,383,0,16,197894,0
2018-02-17,53,42,11,18,8,27,18,12,0,0,56,0.1765,0,0.8235,0.4192,0,0.5808,0,68,0,16,197962,0
2018-02-18,53,42,11,16,6,27,18,8,0,0,35,0.186,0,0.814,0.5,0,0.5,0,43,0,16,198005,0
2018-02-19,53,42,11,15,6,27,18,7,0,0,1,0.875,0,0.125,0.9107,0,0.0893,3,8,0,16,198016,0
2018-02-20,53,42,11,21,13,28,18,114,1,0,113,0.5,0.0044,0.4956,0.6384,0.0102,0.3514,5,228,0,16,198251,1
2018-02-21,55,42,13,19,13,28,18,114,3,0,200,0.3596,0.0095,0.6309,0.5529,0.0144,0.4327,0,317,0,16,198568,0
2018-02-22,56,42,14,18,13,29,19,35,34,0,102,0.2047,0.1988,0.5965,0.3204,0.2184,0.4612,1,171,0,16,198741,0
2018-02-23,56,42,14,21,15,28,18,36,26,0,47,0.3303,0.2385,0.4312,0.4877,0.2469,0.2654,8,109,0,16,198856,0
2018-02-24,56,42,14,16,11,29,19,18,6,0,38,0.2903,0.0968,0.6129,0.4067,0.2067,0.3867,14,62,0,16,198931,0
2018-02-25,56,42,14,16,8,29,20,15,0,0,21,0.4167,0,0.5833,0.5794,0.028,0.3925,7,36,0,16,198974,0
2018-02-26,57,42,15,21,13,30,21,118,1,0,270,0.3033,0.0026,0.6941,0.409,0.0092,0.5818,9,389,0,16,199378,0
2018-02-27,57,42,15,23,14,29,21,30,37,0,301,0.0815,0.1005,0.8179,0.1966,0.1299,0.6735,2,368,0,16,199750,0
2018-02-28,57,42,15,28,12,30,20,123,0,0,169,0.4212,0,0.5788,0.5922,0.0052,0.4026,8,292,0,16,200064,0
2018-03-01,57,42,15,26,14,30,22,66,0,0,108,0.3793,0,0.6207,0.5875,0.0042,0.4083,8,174,0,16,200250,2
2018-03-02,57,42,15,27,13,29,21,20,1,0,139,0.125,0.0063,0.8688,0.4295,0.0157,0.5548,9,160,0,16,200418,0
2018-03-03,57,42,15,18,8,29,21,20,0,0,323,0.0583,0,0.9417,0.1065,0,0.8935,6,343,0,16,200767,0
2018-03-04,57,42,15,13,9,29,20,52,0,0,18,0.7429,0,0.2571,0.8309,0,0.1691,5,70,0,16,200842,0
2018-03-05,57,42,15,19,14,29,20,63,0,0,227,0.2172,0,0.7828,0.4022,0,0.5978,16,290,0,16,201148,0
2018-03-06,57,42,15,24,14,29,19,97,0,0,235,0.2922,0,0.7078,0.4683,0,0.5317,12,332,0,16,201491,0
2018-03-07,57,42,15,26,15,30,20,209,0,0,284,0.4239,0,0.5761,0.6021,0.0009,0.397,5,493,0,16,201989,0
2018-03-08,57,42,15,24,12,30,19,66,0,0,30,0.6875,0,0.3125,0.8325,0,0.1675,2,96,0,16,202087,0
2018-03-09,57,42,15,25,13,29,19,48,0,0,42,0.5333,0,0.4667,0.7928,0.003,0.2042,3,90,0,17,202182,0
2018-03-10,57,42,15,15,6,29,19,25,0,0,2,0.9259,0,0.0741,0.878,0,0.122,0,27,0,17,202209,0
2018-03-11,57,42,15,14,8,29,19,19,0,0,17,0.5278,0,0.4722,0.7129,0,0.2871,3,36,0,17,202249,0
2018-03-12,57,42,15,21,13,30,20,40,0,0,106,0.274,0,0.726,0.4576,0,0.5424,0,146,0,17,202396,0
2018-03-13,57,42,15,23,13,30,19,159,0,0,176,0.4746,0,0.5254,0.6655,0,0.3345,6,335,0,17,202736,0
2018-03-14,58,43,15,22,17,29,21,106,0,0,169,0.3855,0,0.6145,0.5701,0,0.4299,4,275,0,17,203016,0
2018-03-15,58,43,15,22,13,28,21,96,0,0,136,0.4138,0,0.5862,0.6421,0,0.3579,0,232,0,17,203248,0
2018-03-16,58,43,15,22,13,26,19,72,0,0,280,0.2045,0,0.7955,0.3421,0,0.6579,3,352,0,17,203603,0
2018-03-17,58,43,15,11,5,26,19,32,0,0,49,0.3951,0,0.6049,0.5093,0,0.4907,6,81,0,17,203689,0
2018-03-18,58,43,15,16,7,27,20,13,0,0,39,0.25,0,0.75,0.5573,0,0.4427,5,52,0,17,203746,0
2018-03-19,58,43,15,18,12,26,19,35,0,0,68,0.3398,0,0.6602,0.4903,0.0039,0.5058,0,103,0,17,203848,0
2018-03-20,58,43,15,20,11,26,19,66,0,0,139,0.322,0,0.678,0.5127,0,0.4873,5,205,0,17,204060,0
2018-03-21,58,43,15,25,14,26,19,52,0,0,246,0.1745,0,0.8255,0.3166,0,0.6834,10,298,0,17,204369,0
2018-03-22,58,43,15,23,13,26,20,39,0,0,167,0.1893,0,0.8107,0.4097,0,0.5903,5,206,0,17,204580,0
2018-03-23,59,44,15,24,15,27,19,59,0,0,199,0.2287,0,0.7713,0.4946,0,0.5054,5,258,0,18,204843,0
2018-03-24,59,44,15,16,6,28,19,10,0,0,18,0.3571,0,0.6429,0.6957,0,0.3043,0,28,0,18,204871,0
2018-03-25,59,44,15,12,8,27,19,28,0,0,5,0.8485,0,0.1515,0.9592,0,0.0408,4,33,0,18,204909,0
2018-03-26,59,44,15,22,9,27,19,32,0,0,145,0.1808,0,0.8192,0.3789,0,0.6211,8,177,0,18,205094,0
2018-03-27,59,44,15,22,12,27,20,53,0,0,324,0.1406,0,0.8594,0.2953,0,0.7047,2,377,0,18,205473,0
2018-03-28,59,44,15,21,15,27,19,58,0,0,96,0.3766,0,0.6234,0.596,0.0025,0.4015,8,154,0,18,205635,0
2018-03-29,59,44,15,21,13,27,19,80,0,0,239,0.2508,0,0.7492,0.4096,0,0.5904,4,319,0,18,205960,1
2018-03-30,60,44,16,18,9,27,19,56,328,0,23,0.1376,0.8059,0.0565,0.2361,0.7167,0.0472,4,407,0,18,206374,1
2018-03-31,60,44,16,13,5,28,21,20,0,0,1,0.9524,0,0.0476,0.9882,0.0118,0,0,21,0,18,206395,0
2018-04-01,60,44,16,12,1,27,21,6,0,0,1,0.8571,0,0.1429,0.9722,0,0.0278,0,7,0,18,206402,0
2018-04-02,61,45,16,19,12,25,21,45,0,0,168,0.2113,0,0.7887,0.4167,0.0021,0.5813,4,213,0,18,206618,0
2018-04-03,61,45,16,20,15,26,21,27,0,0,221,0.1089,0,0.8911,0.3298,0,0.6702,9,248,0,18,206875,0
2018-04-04,61,45,16,25,11,28,19,111,0,0,182,0.3788,0,0.6212,0.5666,0,0.4334,7,293,0,18,207175,0
2018-04-05,61,45,16,26,15,30,20,55,0,0,244,0.1839,0,0.8161,0.3974,0,0.6026,11,299,0,19,207485,0
2018-04-06,61,45,16,24,15,29,20,86,0,0,163,0.3454,0,0.6546,0.5818,0,0.4182,4,249,0,19,207740,0
2018-04-07,61,45,16,17,8,29,19,86,0,0,46,0.6515,0,0.3485,0.7726,0,0.2274,14,132,0,19,207886,0
2018-04-08,61,45,16,13,10,29,19,12,0,0,116,0.0938,0,0.9063,0.2575,0,0.7425,3,128,0,19,208017,0
2018-04-09,61,45,16,27,11,31,21,19,0,0,52,0.2676,0,0.7324,0.622,0,0.378,0,71,0,19,208089,0
2018-04-10,61,45,16,21,12,31,22,66,0,0,44,0.6,0,0.4,0.7887,0,0.2113,1,110,0,19,208201,0
2018-04-11,61,45,16,23,14,31,22,26,0,0,61,0.2989,0,0.7011,0.626,0,0.374,1,87,0,19,208289,0
2018-04-12,61,45,16,28,14,31,22,49,0,0,166,0.2279,0,0.7721,0.4854,0,0.5146,0,215,0,19,208506,0
2018-04-13,61,45,16,24,15,31,21,132,0,0,337,0.2814,0,0.7186,0.4741,0.0009,0.525,7,469,0,20,208986,0
2018-04-14,61,45,16,15,8,30,21,11,0,0,71,0.1341,0,0.8659,0.3122,0,0.6878,2,82,0,20,209070,0
2018-04-15,61,45,16,18,12,30,21,50,0,0,38,0.5682,0,0.4318,0.732,0,0.268,5,88,0,20,209163,0
2018-04-16,61,45,16,23,13,30,20,33,0,0,158,0.1728,0,0.8272,0.4434,0,0.5566,0,191,0,20,209354,0
2018-04-17,61,45,16,18,11,29,19,11,0,0,11,0.5,0,0.5,0.7788,0,0.2212,0,22,0,20,209380,0
2018-04-18,61,45,16,26,14,29,19,80,0,0,111,0.4188,0,0.5812,0.6655,0,0.3345,5,191,0,20,209579,0
2018-04-19,61,45,16,29,14,32,20,112,0,0,118,0.487,0,0.513,0.6973,0,0.3027,13,230,0,21,209823,0
2018-04-20,61,45,16,31,14,33,18,62,0,0,273,0.1851,0,0.8149,0.423,0.0012,0.5758,5,335,0,21,210162,0
2018-04-21,61,45,16,18,8,33,18,19,0,0,52,0.2676,0,0.7324,0.5528,0,0.4472,2,71,0,21,210234,0
2018-04-22,61,45,16,15,10,33,17,46,0,0,8,0.8519,0,0.1481,0.9308,0,0.0692,6,54,0,21,210293,0
2018-04-23,61,45,16,25,15,33,19,153,0,0,111,0.5795,0,0.4205,0.7545,0,0.2455,13,264,0,21,210569,0
2018-04-24,61,45,16,21,15,33,20,138,0,0,367,0.2733,0,0.7267,0.5,0,0.5,4,505,0,21,211079,0
2018-04-25,61,45,16,20,13,32,21,116,0,0,29,0.8,0,0.2,0.8881,0,0.1119,3,145,0,21,211282,60
2018-04-26,61,45,16,23,14,31,20,95,0,0,82,0.5367,0,0.4633,0.7454,0,0.2546,1,177,0,21,211530,76
2018-04-27,61,45,16,18,12,28,20,43,0,0,172,0.2,0,0.8,0.3694,0,0.6306,11,215,0,21,211761,5
2018-04-28,61,45,16,15,5,28,20,33,0,0,10,0.7674,0,0.2326,0.8217,0,0.1783,3,43,0,21,211810,0
2018-04-29,61,45,16,12,7,27,19,23,0,0,66,0.2584,0,0.7416,0.4369,0.0045,0.5586,6,89,0,21,211905,0
2018-04-30,61,45,16,19,13,26,19,57,0,0,174,0.2468,0,0.7532,0.4627,0,0.5373,1,231,0,21,212144,4
2018-05-01,61,45,16,18,14,26,21,17,0,0,61,0.2179,0,0.7821,0.4545,0,0.5455,2,78,0,21,212230,3
2018-05-02,61,45,16,17,13,26,20,27,0,0,71,0.2755,0,0.7245,0.4949,0,0.5051,2,98,0,21,212331,0
2018-05-03,61,45,16,23,14,24,21,21,0,0,69,0.2333,0,0.7667,0.5413,0,0.4587,1,90,0,22,212422,0
2018-05-04,63,45,18,19,13,24,21,59,0,0,262,0.1838,0,0.8162,0.3182,0,0.6818,3,321,0,22,212749,0
2018-05-05,64,45,19,15,7,27,21,35,0,0,4,0.8974,0,0.1026,0.94,0,0.06,0,39,0,22,212790,0
2018-05-06,64,45,19,20,10,29,23,16,0,0,70,0.186,0,0.814,0.3704,0,0.6296,2,86,0,22,212879,0
2018-05-07,65,45,20,21,11,32,23,19,0,0,184,0.0936,0,0.9064,0.2332,0,0.7668,2,203,0,22,213089,0
2018-05-08,65,45,20,25,13,32,21,68,0,0,72,0.4857,0,0.5143,0.6253,0,0.3747,2,140,0,22,213242,5
2018-05-09,65,45,20,23,13,33,21,30,0,0,59,0.3371,0,0.6629,0.5798,0,0.4202,5,89,0,22,213337,0
2018-05-10,65,45,20,26,17,33,22,62,12,0,71,0.4276,0.0828,0.4897,0.5847,0.1151,0.3002,9,145,0,22,213495,0
2018-05-11,65,45,20,19,9,33,22,15,0,0,12,0.5556,0,0.4444,0.8647,0.0075,0.1278,7,27,0,22,213529,0
2018-05-12,65,45,20,14,5,33,22,10,0,0,9,0.5263,0,0.4737,0.7612,0,0.2388,1,19,0,22,213550,0
2018-05-13,65,45,20,15,8,33,21,17,0,0,2,0.8947,0,0.1053,0.9459,0,0.0541,2,19,0,22,213571,0
2018-05-14,65,45,20,19,14,33,22,33,0,0,131,0.2012,0,0.7988,0.4092,0.0046,0.5862,1,164,0,22,213743,0
2018-05-15,65,45,20,21,11,32,23,100,0,0,91,0.5236,0,0.4764,0.6876,0.0022,0.3102,3,191,0,22,213936,0
2018-05-16,65,45,20,32,13,34,25,67,0,0,88,0.4323,0,0.5677,0.6497,0,0.3503,7,155,0,22,214105,0
2018-05-17,65,45,20,26,18,34,23,77,0,0,58,0.5704,0,0.4296,0.7105,0,0.2895,6,135,0,22,214251,0
2018-05-18,65,45,20,23,15,34,23,78,0,0,265,0.2274,0,0.7726,0.4094,0,0.5906,3,343,0,22,214601,0
2018-05-19,65,45,20,15,10,34,23,26,0,0,29,0.4727,0,0.5273,0.6188,0,0.3813,1,55,0,22,214660,0
2018-05-20,65,45,20,14,5,34,23,11,0,0,1,0.9167,0,0.0833,0.9846,0,0.0154,6,12,0,22,214681,0
2018-05-21,65,45,20,15,6,34,23,19,0,0,3,0.8636,0,0.1364,0.9247,0,0.0753,0,22,0,22,214707,0
2018-05-22,66,46,20,25,14,35,24,30,0,0,383,0.0726,0,0.9274,0.1778,0,0.8222,1,413,0,22,215137,2
2018-05-23,67,46,21,29,17,34,26,105,0,0,120,0.4667,0,0.5333,0.689,0,0.311,2,225,0,22,215383,0
2018-05-24,67,46,21,25,17,34,25,46,0,0,115,0.2857,0,0.7143,0.5575,0,0.4425,6,161,0,22,215557,0
2018-05-25,67,46,21,28,15,33,25,69,0,0,204,0.2527,0,0.7473,0.429,0,0.571,4,273,0,22,215841,0
2018-05-26,67,46,21,20,7,33,25,12,0,0,10,0.5455,0,0.4545,0.7024,0,0.2976,10,22,0,22,215882,0
2018-05-27,67,46,21,10,5,33,25,7,0,0,23,0.2333,0,0.7667,0.4058,0,0.5942,3,30,0,22,215916,0
2018-05-28,67,46,21,30,9,33,25,34,0,0,41,0.4533,0,0.5467,0.6552,0,0.3448,3,75,0,22,215994,0
2018-05-29,67,46,21,25,10,33,26,19,0,0,60,0.2405,0,0.7595,0.5134,0,0.4866,3,79,0,22,216077,0
2018-05-30,67,46,21,24,17,34,27,49,0,0,33,0.5976,0,0.4024,0.7154,0,0.2846,5,82,0,22,216180,0
2018-05-31,67,46,21,29,18,34,27,44,0,0,64,0.4074,0,0.5926,0.6788,0,0.3212,3,108,0,22,216304,0
2018-06-01,66,45,21,27,18,36,28,76,0,0,91,0.4551,0,0.5449,0.7416,0,0.2584,11,167,0,22,216489,0
2018-06-02,66,45,21,27,10,37,29,31,0,0,103,0.2313,0,0.7687,0.4848,0,0.5152,5,134,0,22,216629,0
2018-06-03,66,45,21,20,8,37,29,25,0,0,29,0.463,0,0.537,0.7273,0,0.2727,9,54,0,22,216693,0
2018-06-04,67,45,22,26,15,38,28,95,0,0,382,0.1992,0,0.8008,0.3763,0.001,0.6227,10,477,0,23,217273,0
2018-06-05,67,45,22,27,16,38,28,112,0,0,89,0.5572,0,0.4428,0.7049,0,0.2951,4,201,0,23,217497,0
2018-06-06,67,45,22,31,18,37,26,59,0,0,238,0.1987,0,0.8013,0.4286,0,0.5714,4,297,0,23,217852,0
2018-06-07,68,45,23,29,16,36,25,83,0,0,131,0.3879,0,0.6121,0.6274,0,0.3726,13,214,0,23,218127,0
2018-06-08,69,45,24,29,13,36,25,53,0,0,28,0.6543,0,0.3457,0.7994,0,0.2006,4,81,0,23,218418,0
2018-06-09,69,45,24,26,8,37,26,42,0,0,16,0.7241,0,0.2759,0.8261,0,0.1739,5,58,0,23,218483,0
2018-06-10,69,45,24,17,6,37,27,65,0,0,1,0.9848,0,0.0152,1,0,0,10,66,0,23,218560,0
2018-06-11,69,45,24,27,14,38,29,52,0,0,216,0.194,0,0.806,0.3862,0,0.6138,3,268,0,23,218850,0
2018-06-12,69,45,24,30,16,38,29,142,0,0,889,0.1377,0,0.8623,0.2564,0,0.7436,6,1031,0,23,219924,0
2018-06-13,69,45,24,25,12,38,27,83,0,0,113,0.4235,0,0.5765,0.5536,0,0.4464,1,196,0,23,220128,0
2018-06-14,69,45,24,29,14,37,25,145,0,0,242,0.3747,0,0.6253,0.5449,0,0.4551,1,387,0,23,220521,0
2018-06-15,69,45,24,23,17,36,25,43,0,0,128,0.2515,0,0.7485,0.5423,0,0.4577,10,171,0,23,220719,0
2018-06-16,69,45,24,20,11,36,24,32,0,0,8,0.8,0,0.2,0.8333,0,0.1667,1,40,0,23,220761,0
2018-06-17,69,45,24,21,9,36,24,25,0,0,11,0.6944,0,0.3056,0.844,0,0.156,2,36,0,23,220800,0
2018-06-18,69,45,24,27,14,37,24,71,0,0,262,0.2132,0,0.7868,0.349,0,0.651,6,333,0,23,221141,0
2018-06-19,69,45,24,30,19,37,25,106,0,0,299,0.2617,0,0.7383,0.4576,0,0.5424,13,405,0,23,71222,0
2018-06-20,69,45,24,31,20,37,26,112,0,0,225,0.3323,0,0.6677,0.5256,0,0.4744,11,337,0,23,221947,0
2018-06-21,69,45,24,28,15,37,27,158,0,0,197,0.4451,0,0.5549,0.6158,0,0.3842,16,355,0,23,222327,0
2018-06-22,69,45,24,27,17,37,26,243,0,0,334,0.4211,0,0.5789,0.5366,0,0.4634,34,577,0,23,223010,0
2018-06-23,69,45,24,23,8,37,26,62,0,0,589,0.0952,0,0.9048,0.1814,0,0.8186,18,651,0,23,223676,0
2018-06-24,69,45,24,18,12,37,26,33,0,0,487,0.0635,0,0.9365,0.1737,0,0.8263,24,520,0,23,224218,0
2018-06-25,69,45,24,31,19,36,27,79,0,0,334,0.1913,0,0.8087,0.419,0.0032,0.5778,16,413,0,23,224660,0
2018-06-26,69,45,24,26,18,37,28,70,0,0,183,0.2767,0,0.7233,0.6043,0,0.3957,10,253,0,23,224923,0
2018-06-27,69,45,24,29,14,37,27,137,0,0,73,0.6524,0,0.3476,0.8671,0,0.1329,0,210,0,23,225133,0
2018-06-28,69,45,24,27,11,37,27,107,0,0,363,0.2277,0,0.7723,0.514,0,0.486,10,470,0,23,225608,0
2018-06-29,69,45,24,31,17,37,27,94,0,0,229,0.291,0,0.709,0.6491,0,0.3509,14,323,0,23,225948,0
