Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2018-06-30,69,45,24,20,13,38,28,42,2,0,231,0.1527,0.0073,0.84,0.4018,0.0059,0.5924,5,275,0,23,226228,0
2018-07-01,69,45,24,25,14,38,28,209,0,0,372,0.3597,0,0.6403,0.5529,0,0.4471,20,581,0,23,226829,0
2018-07-02,69,45,24,21,11,38,26,33,0,0,55,0.375,0,0.625,0.7076,0,0.2924,13,88,0,23,226928,0
2018-07-03,69,45,24,22,15,38,27,43,0,0,581,0.0689,0,0.9311,0.2467,0,0.7533,7,624,0,23,227560,0
2018-07-04,69,46,23,24,14,37,26,122,0,0,437,0.2182,0,0.7818,0.4848,0.0029,0.5123,17,559,0,23,228136,0
2018-07-05,69,46,23,31,17,38,27,62,0,0,405,0.1328,0,0.8672,0.3651,0,0.6349,3,467,0,23,228617,0
2018-07-06,69,46,23,28,20,37,28,93,0,0,190,0.3286,0,0.6714,0.5558,0.002,0.4423,12,283,0,23,228919,0
2018-07-07,69,46,23,23,11,37,29,59,0,0,69,0.4609,0,0.5391,0.6693,0,0.3307,5,128,0,23,229060,0
2018-07-08,69,46,23,24,16,38,28,67,0,0,220,0.2334,0,0.7666,0.5418,0.0024,0.4558,4,287,0,23,229356,0
2018-07-09,69,46,23,34,21,39,32,113,0,0,206,0.3542,0,0.6458,0.6022,0.0018,0.396,9,319,0,23,229689,0
2018-07-10,69,46,23,30,20,38,31,140,0,0,422,0.2491,0,0.7509,0.5775,0,0.4225,8,562,0,23,230261,0
2018-07-11,69,46,23,29,16,37,31,88,0,0,36,0.7097,0,0.2903,0.8908,0,0.1092,5,124,0,23,230390,0
2018-07-12,69,46,23,27,11,38,30,65,0,0,77,0.4577,0,0.5423,0.735,0.0071,0.258,2,142,0,23,230535,0
2018-07-13,69,46,23,26,11,37,27,33,0,0,119,0.2171,0,0.7829,0.5436,0,0.4564,2,152,0,23,230689,0
2018-07-14,70,47,23,24,14,40,27,113,0,0,52,0.6848,0,0.3152,0.8416,0,0.1584,6,165,0,23,230861,0
2018-07-15,70,47,23,23,12,40,26,70,0,0,31,0.6931,0,0.3069,0.7848,0,0.2152,5,101,0,23,230970,0
2018-07-16,70,47,23,26,10,38,25,40,0,0,57,0.4124,0,0.5876,0.7943,0,0.2057,5,97,0,23,231088,0
2018-07-17,70,47,23,28,15,38,24,51,0,0,164,0.2372,0,0.7628,0.5684,0,0.4316,7,215,0,24,231311,0
2018-07-18,70,47,23,26,11,37,25,17,0,0,16,0.5152,0,0.4848,0.9159,0,0.0841,2,33,0,24,231348,0
2018-07-19,70,47,23,30,17,37,27,32,0,0,33,0.4923,0,0.5077,0.9012,0,0.0988,5,65,0,24,231418,0
2018-07-20,70,47,23,28,13,37,28,26,0,0,212,0.1092,0,0.8908,0.4642,0,0.5358,7,238,0,24,231814,0
2018-07-21,70,47,23,17,8,37,28,26,0,0,0,1,0,0,1,0,0,5,26,0,24,231846,0
2018-07-22,70,47,23,19,7,36,27,8,0,0,20,0.2857,0,0.7143,0.7465,0.0141,0.2394,2,28,0,24,231876,0
2018-07-23,70,47,23,32,19,37,29,90,0,0,423,0.1754,0,0.8246,0.4221,0.0033,0.5746,8,513,0,24,232397,0
2018-07-24,70,47,23,26,13,36,29,25,0,0,105,0.1923,0,0.8077,0.5846,0,0.4154,8,130,0,25,232536,0
2018-07-25,70,47,23,31,18,35,29,65,0,0,362,0.1522,0,0.8478,0.4448,0.0015,0.5538,7,427,0,25,232967,0
2018-07-26,70,47,23,28,17,35,28,70,0,0,367,0.1602,0,0.8398,0.4274,0.0033,0.5693,12,437,0,25,233417,0
2018-07-27,70,47,23,27,15,34,27,19,0,0,114,0.1429,0,0.8571,0.5556,0.0041,0.4403,6,133,0,25,233558,0
2018-07-28,70,47,23,18,9,33,27,5,0,0,58,0.0794,0,0.9206,0.3733,0,0.6267,4,63,0,25,233626,0
2018-07-29,70,47,23,19,7,35,27,5,0,0,101,0.0472,0,0.9528,0.3571,0.0079,0.6349,6,106,0,25,233740,0
2018-07-30,71,47,24,24,13,36,26,39,0,0,137,0.2216,0,0.7784,0.6044,0,0.3956,12,176,0,25,233932,0
2018-07-31,71,47,24,32,15,37,27,71,0,0,34,0.6762,0,0.3238,0.8351,0,0.1649,3,105,0,25,234039,0
2018-08-01,71,47,24,23,12,38,26,34,0,0,143,0.1921,0,0.8079,0.4656,0,0.5344,8,177,0,25,234225,0
2018-08-02,71,47,24,24,13,38,25,35,0,0,108,0.2448,0,0.7552,0.5347,0,0.4653,5,143,0,25,234373,0
2018-08-03,71,47,24,23,13,37,24,35,0,0,110,0.2414,0,0.7586,0.488,0,0.512,6,145,0,25,234516,0
2018-08-04,71,47,24,20,12,37,24,16,0,0,283,0.0535,0,0.9465,0.1811,0.0025,0.8164,3,299,0,25,234818,0
2018-08-05,71,47,24,20,10,36,24,22,0,0,42,0.3438,0,0.6563,0.6119,0,0.3881,2,64,0,25,234884,0
2018-08-06,71,47,24,13,5,36,23,11,0,0,13,0.4583,0,0.5417,0.7534,0,0.2466,1,24,0,25,234909,0
2018-08-07,71,47,24,22,10,33,21,33,0,0,143,0.1875,0,0.8125,0.4766,0,0.5234,3,176,0,25,235088,0
2018-08-08,71,47,24,22,11,34,21,80,0,0,121,0.398,0,0.602,0.5945,0,0.4055,5,201,0,25,235294,0
2018-08-09,71,47,24,21,12,32,20,23,0,0,55,0.2949,0,0.7051,0.7231,0,0.2769,5,78,0,25,235377,0
2018-08-10,73,49,24,21,9,33,20,20,0,0,12,0.625,0,0.375,0.9434,0,0.0566,3,32,0,25,235412,0
2018-08-11,73,49,24,13,2,31,17,0,0,0,1,0,0,1,0.9412,0,0.0588,1,1,0,25,235414,0
2018-08-12,73,49,24,12,5,30,17,69,0,0,24,0.7419,0,0.2581,0.7973,0,0.2027,2,93,0,25,235508,0
2018-08-13,73,49,24,25,10,33,20,32,0,0,87,0.2689,0,0.7311,0.6161,0,0.3839,4,119,0,25,235631,0
2018-08-14,73,49,24,23,13,31,20,117,0,0,127,0.4795,0,0.5205,0.7197,0,0.2803,8,244,0,25,235881,0
2018-08-15,73,49,24,25,13,32,21,48,0,0,50,0.4898,0,0.5102,0.7864,0,0.2136,2,98,0,25,235979,0
2018-08-16,73,49,24,21,14,32,20,35,0,0,45,0.4375,0,0.5625,0.7802,0,0.2198,2,80,0,25,236060,0
2018-08-17,73,49,24,21,14,33,21,23,0,0,34,0.4035,0,0.5965,0.8874,0,0.1126,4,57,0,25,236121,0
2018-08-18,73,49,24,19,8,34,21,17,0,0,42,0.2881,0,0.7119,0.5773,0,0.4227,2,59,0,25,236180,0
2018-08-19,73,49,24,10,4,34,21,11,0,0,6,0.6471,0,0.3529,0.8421,0,0.1579,0,17,0,25,236197,0
2018-08-20,73,49,24,19,10,32,20,23,0,0,113,0.1691,0,0.8309,0.4693,0,0.5307,3,136,0,25,236340,0
2018-08-21,74,50,24,20,13,31,22,21,0,0,193,0.0981,0,0.9019,0.4042,0,0.5958,10,214,0,25,236566,0
2018-08-22,74,50,24,23,14,31,22,33,0,0,157,0.1737,0,0.8263,0.5103,0.0034,0.4862,11,190,0,23,236799,0
2018-08-23,74,50,24,22,14,33,23,20,0,0,104,0.1613,0,0.8387,0.6367,0.0041,0.3592,7,124,0,23,236933,0
2018-08-24,74,50,24,21,17,33,24,51,0,0,266,0.1609,0,0.8391,0.4574,0,0.5426,18,317,0,23,237266,0
2018-08-25,74,50,24,14,12,33,23,25,0,0,213,0.105,0,0.895,0.283,0,0.717,8,238,0,23,237512,0
2018-08-26,74,50,24,20,15,35,25,41,0,0,98,0.295,0,0.705,0.52,0,0.48,9,139,0,23,237659,0
2018-08-27,74,50,24,27,19,35,28,293,0,0,422,0.4098,0,0.5902,0.4871,0,0.5129,7,715,0,23,238373,0
2018-08-28,74,50,24,24,15,34,29,34,0,0,59,0.3656,0,0.6344,0.7382,0,0.2618,2,93,0,23,238468,0
2018-08-29,74,50,24,24,15,31,27,30,0,0,57,0.3448,0,0.6552,0.6901,0,0.3099,9,87,0,23,238564,0
2018-08-30,73,49,24,23,15,32,26,41,0,0,144,0.2216,0,0.7784,0.4477,0,0.5523,3,185,0,23,238752,0
2018-08-31,73,49,24,23,13,33,26,59,0,0,210,0.2193,0,0.7807,0.4972,0,0.5028,3,269,0,23,239024,0
2018-09-01,73,49,24,20,10,33,26,23,0,0,73,0.2396,0,0.7604,0.5849,0.0063,0.4088,17,96,0,23,239136,0
2018-09-02,73,49,24,19,12,33,26,6,0,0,299,0.0197,0,0.9803,0.1122,0,0.8878,6,305,0,23,239448,0
2018-09-03,73,49,24,19,11,31,24,13,0,0,182,0.0667,0,0.9333,0.2154,0,0.7846,11,195,0,23,239655,0
2018-09-04,73,49,24,25,16,30,20,11,0,0,564,0.0191,0,0.9809,0.1395,0,0.8605,8,575,0,23,240235,0
2018-09-05,73,49,24,30,21,32,24,109,0,0,532,0.17,0,0.83,0.4149,0,0.5851,9,641,0,23,240885,0
2018-09-06,73,49,24,24,13,32,25,41,0,0,24,0.6308,0,0.3692,0.902,0,0.098,1,65,0,23,240953,0
2018-09-07,73,49,24,31,21,33,26,112,0,0,70,0.6154,0,0.3846,0.8968,0,0.1032,18,182,0,23,241154,0
2018-09-08,73,49,24,24,12,34,26,49,0,0,42,0.5385,0,0.4615,0.767,0,0.233,5,91,0,23,241250,0
2018-09-09,73,49,24,25,13,34,25,43,0,0,48,0.4725,0,0.5275,0.7545,0,0.2455,7,91,0,23,241345,0
2018-09-10,73,49,24,32,18,35,26,94,0,0,247,0.2757,0,0.7243,0.6569,0,0.3431,17,341,0,23,241706,0
2018-09-11,73,49,24,29,19,36,28,106,0,0,286,0.2704,0,0.7296,0.4931,0,0.5069,7,392,0,23,242105,0
2018-09-12,73,49,24,28,21,37,28,164,0,0,283,0.3669,0,0.6331,0.5462,0,0.4538,18,447,0,23,242569,0
2018-09-13,73,49,24,31,17,37,28,294,0,0,111,0.7259,0,0.2741,0.8887,0,0.1113,14,405,0,23,242987,0
2018-09-14,73,49,24,26,16,37,27,70,0,0,137,0.3382,0,0.6618,0.6856,0.0028,0.3116,8,207,0,23,243202,0
2018-09-15,73,49,24,23,8,37,27,42,0,0,67,0.3853,0,0.6147,0.7022,0,0.2978,2,109,0,23,243313,0
2018-09-16,73,49,24,23,12,37,27,35,0,0,8,0.814,0,0.186,0.9098,0,0.0902,4,43,0,23,243361,0
2018-09-17,73,49,24,25,17,36,27,72,0,0,201,0.2637,0,0.7363,0.4196,0,0.5804,5,273,0,23,243639,0
2018-09-18,73,49,24,28,18,37,26,35,0,0,533,0.0616,0,0.9384,0.2443,0,0.7557,12,568,0,23,244218,0
2018-09-19,73,49,24,32,21,36,24,101,0,0,381,0.2095,0,0.7905,0.517,0,0.483,6,482,0,23,244707,0
2018-09-20,73,49,24,26,18,35,24,169,0,0,745,0.1849,0,0.8151,0.4349,0.0008,0.5643,9,914,0,23,245628,0
2018-09-21,73,49,24,27,17,36,25,27,0,0,622,0.0416,0,0.9584,0.2047,0,0.7953,6,649,0,23,246283,0
2018-09-22,73,49,24,21,9,36,26,15,0,0,45,0.25,0,0.75,0.5789,0,0.4211,4,60,0,23,246346,0
2018-09-23,73,49,24,21,13,36,26,48,0,0,114,0.2963,0,0.7037,0.61,0.0041,0.3859,12,162,0,23,246519,0
2018-09-24,73,49,24,25,13,36,27,128,0,0,211,0.3776,0,0.6224,0.643,0,0.357,20,339,0,23,246879,0
2018-09-25,73,49,24,30,15,35,27,27,0,0,145,0.157,0,0.843,0.5756,0,0.4244,5,172,0,23,247056,0
2018-09-26,73,49,24,26,14,35,25,184,0,0,213,0.4635,0,0.5365,0.6728,0,0.3272,8,397,0,23,247461,0
2018-09-27,74,49,25,29,19,36,28,96,3,0,212,0.3087,0.0096,0.6817,0.6667,0.0111,0.3222,6,311,0,23,247785,2
2018-09-28,75,49,26,27,18,36,26,81,60,0,86,0.3568,0.2643,0.3789,0.7189,0.1423,0.1387,14,227,0,23,248034,1
2018-09-29,75,49,26,29,13,39,27,51,22,0,24,0.5258,0.2268,0.2474,0.6652,0.1855,0.1493,10,97,0,23,248148,0
2018-09-30,75,49,26,24,18,39,29,54,77,0,211,0.1579,0.2251,0.617,0.3593,0.2246,0.4161,18,342,0,23,248508,0
2018-10-01,76,49,27,39,24,41,30,288,37,0,367,0.4162,0.0535,0.5303,0.6535,0.0488,0.2977,31,692,0,24,249234,0
2018-10-02,76,49,27,36,25,42,34,459,170,0,309,0.4893,0.1812,0.3294,0.7042,0.1354,0.1604,46,938,0,25,250222,0
2018-10-03,76,49,27,30,19,42,35,43,182,0,265,0.0878,0.3714,0.5408,0.3117,0.2932,0.3951,7,490,0,25,250727,0
2018-10-04,76,49,27,38,22,42,33,95,157,0,381,0.1501,0.248,0.6019,0.4441,0.1652,0.3907,22,633,0,25,251386,0
2018-10-05,76,49,27,31,19,42,34,183,0,0,259,0.414,0,0.586,0.6197,0,0.3803,12,442,0,25,251842,0
2018-10-06,76,49,27,24,11,42,34,61,0,0,26,0.7011,0,0.2989,0.7845,0.0055,0.2099,6,87,0,25,251936,0
2018-10-07,76,49,27,19,9,41,33,24,0,0,151,0.1371,0,0.8629,0.4826,0,0.5174,1,175,0,25,252111,0
2018-10-08,76,49,27,26,15,40,32,73,11,0,222,0.2386,0.0359,0.7255,0.4677,0.0461,0.4862,15,306,0,25,252433,0
2018-10-09,76,49,27,32,20,42,31,80,65,0,154,0.2676,0.2174,0.5151,0.5594,0.1379,0.3027,14,299,0,25,252747,0
2018-10-10,76,49,27,33,21,42,31,131,71,0,343,0.2404,0.1303,0.6294,0.5745,0.1027,0.3228,28,545,0,24,253334,0
2018-10-11,76,49,27,34,20,40,29,409,23,0,334,0.5339,0.03,0.436,0.763,0.017,0.22,22,766,0,24,254131,0
2018-10-12,76,49,27,34,24,40,30,101,12,0,249,0.279,0.0331,0.6878,0.6318,0.0265,0.3417,22,362,0,25,254515,0
2018-10-13,76,49,27,23,17,40,30,62,0,0,109,0.3626,0,0.6374,0.6143,0.0143,0.3714,11,171,0,25,254702,5
2018-10-14,76,49,27,24,14,40,30,175,4,0,2,0.9669,0.0221,0.011,0.9799,0.0125,0.0075,19,181,0,25,254908,0
2018-10-15,76,49,27,31,16,40,30,147,0,0,321,0.3141,0,0.6859,0.5952,0,0.4048,24,468,0,25,255402,0
2018-10-16,76,49,27,33,15,38,28,82,0,0,168,0.328,0,0.672,0.7051,0,0.2949,4,250,0,25,255656,0
2018-10-17,76,49,27,26,17,38,28,53,0,0,125,0.2978,0,0.7022,0.7066,0.003,0.2904,1,178,0,25,255833,0
2018-10-18,76,49,27,32,16,37,28,67,0,0,345,0.1626,0,0.8374,0.5009,0.0018,0.4974,5,412,0,25,256252,0
2018-10-19,76,49,27,30,17,37,25,201,0,0,67,0.75,0,0.25,0.9232,0,0.0768,8,268,0,25,256529,0
2018-10-20,76,49,27,19,13,37,25,54,0,0,81,0.4,0,0.6,0.7205,0.0044,0.2751,13,135,0,25,256678,0
2018-10-21,76,49,27,20,12,36,25,73,0,0,139,0.3443,0,0.6557,0.6657,0,0.3343,6,212,0,25,256896,0
2018-10-22,76,49,27,29,16,35,24,66,0,0,138,0.3235,0,0.6765,0.6411,0,0.3589,4,204,0,25,257106,0
2018-10-23,76,49,27,32,15,35,25,93,0,0,95,0.4947,0,0.5053,0.7506,0,0.2494,6,188,0,25,257301,0
2018-10-24,76,49,27,23,15,35,25,91,0,0,308,0.2281,0,0.7719,0.4798,0,0.5202,11,399,0,25,257709,0
2018-10-25,76,49,27,30,19,35,26,67,0,0,137,0.3284,0,0.6716,0.6824,0,0.3176,6,204,0,25,257921,0
2018-10-26,76,49,27,30,20,34,28,110,0,0,123,0.4721,0,0.5279,0.7823,0,0.2177,21,233,0,25,258172,0
2018-10-27,76,49,27,20,11,34,27,77,0,0,6,0.9277,0,0.0723,0.9191,0,0.0809,5,83,0,25,258260,0
2018-10-28,76,49,27,20,7,35,27,12,0,0,4,0.75,0,0.25,0.8958,0,0.1042,3,16,0,25,258279,0
2018-10-29,76,49,27,23,14,35,26,49,0,0,80,0.3798,0,0.6202,0.7388,0,0.2612,4,129,0,25,258413,0
2018-10-30,76,49,27,29,18,34,27,42,0,0,63,0.4,0,0.6,0.7599,0,0.2401,12,105,0,25,258529,0
2018-10-31,76,49,27,29,19,35,29,115,0,0,280,0.2911,0,0.7089,0.6468,0,0.3532,7,395,0,25,258922,0
2018-11-01,77,50,27,30,20,36,29,131,0,0,135,0.4925,0,0.5075,0.788,0,0.212,6,266,0,25,259196,0
2018-11-02,79,52,27,29,18,38,29,125,0,0,228,0.3541,0,0.6459,0.6841,0,0.3159,10,353,0,26,259561,0
2018-11-03,79,52,27,20,12,38,29,41,0,0,19,0.6833,0,0.3167,0.9242,0,0.0758,2,60,0,26,259622,0
2018-11-04,79,52,27,20,11,38,29,56,0,0,9,0.8615,0,0.1385,0.9504,0,0.0496,7,65,0,26,259695,0
2018-11-05,79,52,27,25,17,38,30,239,0,0,193,0.5532,0,0.4468,0.7466,0,0.2534,15,432,0,26,260140,0
2018-11-06,79,52,27,30,15,40,32,75,0,0,158,0.3219,0,0.6781,0.6304,0,0.3696,1,233,0,26,260374,0
2018-11-07,79,52,27,26,16,40,29,39,0,0,168,0.1884,0,0.8116,0.6136,0.0057,0.3807,10,207,0,26,260591,0
2018-11-08,79,52,27,32,17,40,27,153,0,0,172,0.4708,0,0.5292,0.7698,0,0.2302,10,325,0,26,260927,0
2018-11-09,79,52,27,30,22,40,28,94,0,0,138,0.4052,0,0.5948,0.7473,0,0.2527,11,232,0,26,261170,0
2018-11-10,79,52,27,22,7,41,27,26,0,0,22,0.5417,0,0.4583,0.8623,0,0.1377,3,48,0,26,261222,0
2018-11-11,79,52,27,24,9,42,28,6,0,0,67,0.0822,0,0.9178,0.6115,0,0.3885,4,73,0,26,261299,0
2018-11-12,79,52,27,25,14,42,27,17,0,0,62,0.2152,0,0.7848,0.7566,0,0.2434,4,79,0,26,261383,0
2018-11-13,79,52,27,36,17,39,27,61,0,0,100,0.3789,0,0.6211,0.8,0,0.2,10,161,0,26,261553,0
2018-11-14,79,52,27,24,16,39,28,86,0,0,166,0.3413,0,0.6587,0.7181,0,0.2819,6,252,0,26,261809,0
2018-11-15,79,52,27,34,20,41,29,204,0,0,134,0.6036,0,0.3964,0.8641,0,0.1359,8,338,0,27,262157,0
2018-11-16,79,52,27,31,16,41,28,21,0,0,140,0.1304,0,0.8696,0.6486,0,0.3514,11,161,0,27,262327,0
2018-11-17,79,52,27,19,9,40,28,28,0,0,30,0.4828,0,0.5172,0.7986,0.0072,0.1942,8,58,0,27,262393,0
2018-11-18,79,52,27,19,9,39,27,53,0,0,1,0.9815,0,0.0185,0.9835,0,0.0165,3,54,0,27,262451,0
2018-11-19,79,52,27,34,16,39,26,169,0,0,218,0.4367,0,0.5633,0.7075,0,0.2925,13,387,0,27,262854,0
2018-11-20,79,52,27,25,16,39,24,53,0,0,200,0.2095,0,0.7905,0.6196,0,0.3804,14,253,0,27,263114,0
2018-11-21,79,52,27,25,16,39,25,231,0,0,161,0.5893,0,0.4107,0.8018,0,0.1982,5,392,0,27,263509,0
2018-11-22,79,52,27,36,18,39,26,196,0,0,460,0.2988,0,0.7012,0.5937,0,0.4063,3,656,0,26,264170,0
2018-11-23,79,52,27,32,14,38,23,67,0,0,36,0.6505,0,0.3495,0.8933,0,0.1067,3,103,0,26,264273,0
2018-11-24,80,53,27,24,12,39,24,69,0,0,88,0.4395,0,0.5605,0.7753,0,0.2247,11,157,0,26,264441,0
2018-11-25,80,53,27,26,13,39,25,57,0,0,59,0.4914,0,0.5086,0.8137,0,0.1863,2,116,0,26,264559,0
2018-11-26,80,53,27,30,15,39,26,154,0,0,124,0.554,0,0.446,0.838,0,0.162,25,278,0,26,264860,0
2018-11-27,80,53,27,30,18,40,27,74,0,0,155,0.3231,0,0.6769,0.6212,0,0.3788,7,229,0,26,265088,0
2018-11-28,80,53,27,36,20,40,27,391,0,0,248,0.6119,0,0.3881,0.8159,0,0.1841,8,639,0,26,265734,0
2018-11-29,80,53,27,32,22,39,27,121,0,0,97,0.555,0,0.445,0.8158,0.004,0.1802,6,218,0,26,265956,0
2018-11-30,80,54,26,35,23,40,29,194,0,0,721,0.212,0,0.788,0.5285,0.0007,0.4708,8,915,0,26,266878,0
2018-12-01,80,54,26,25,14,40,30,56,0,0,100,0.359,0,0.641,0.6751,0.0072,0.3177,3,156,0,26,267038,0
2018-12-02,80,54,26,23,14,39,29,91,0,0,27,0.7712,0,0.2288,0.9052,0,0.0948,1,118,0,26,267158,0
2018-12-03,80,54,26,31,18,41,30,384,0,0,317,0.5478,0,0.4522,0.7868,0,0.2132,11,701,0,26,267871,0
2018-12-04,80,54,26,31,19,41,30,104,0,0,130,0.4444,0,0.5556,0.7724,0,0.2276,8,234,0,26,268112,0
2018-12-05,80,54,26,31,19,40,32,27,0,0,505,0.0508,0,0.9492,0.283,0,0.717,9,532,0,26,268647,0
2018-12-06,80,54,26,28,15,40,31,148,1,0,62,0.7014,0.0047,0.2938,0.901,0.0156,0.0833,8,211,0,26,268863,0
2018-12-07,80,54,26,26,17,37,30,130,0,0,258,0.3351,0,0.6649,0.6667,0,0.3333,8,388,0,26,269258,0
2018-12-08,80,54,26,23,15,37,31,25,0,0,399,0.059,0,0.941,0.3284,0,0.6716,2,424,0,26,269685,0
2018-12-09,80,54,26,26,13,39,30,19,0,0,38,0.3333,0,0.6667,0.7748,0.0132,0.2119,5,57,0,26,269746,0
2018-12-10,80,54,26,26,17,38,30,145,0,0,160,0.4754,0,0.5246,0.818,0,0.182,4,305,0,27,270055,0
2018-12-11,80,54,26,26,21,37,29,121,0,0,157,0.4353,0,0.5647,0.7896,0.0017,0.2087,8,278,0,27,270342,0
2018-12-12,80,54,26,26,15,35,26,120,0,0,84,0.5882,0,0.4118,0.7818,0,0.2182,6,204,0,27,270554,0
2018-12-13,80,54,26,35,22,40,29,126,0,0,37,0.773,0,0.227,0.9354,0,0.0646,8,163,0,28,270724,0
2018-12-14,80,54,26,28,17,41,30,34,0,0,341,0.0907,0,0.9093,0.3852,0,0.6148,11,375,0,28,271112,0
2018-12-15,80,54,26,20,9,41,30,46,0,0,44,0.5111,0,0.4889,0.7826,0,0.2174,12,90,0,28,271210,0
2018-12-16,80,54,26,20,14,39,30,116,0,0,19,0.8593,0,0.1407,0.9533,0,0.0467,7,135,0,28,271353,0
2018-12-17,80,54,26,22,12,39,30,96,0,0,32,0.75,0,0.25,0.9052,0.0031,0.0917,18,128,0,28,271499,0
2018-12-18,80,54,26,23,13,39,24,162,0,0,132,0.551,0,0.449,0.7943,0,0.2057,13,294,0,28,271805,0
2018-12-19,80,54,26,29,17,39,25,158,0,0,23,0.8729,0,0.1271,0.9509,0,0.0491,18,181,0,28,272004,0
2018-12-20,80,54,26,24,13,34,24,98,0,0,23,0.8099,0,0.1901,0.958,0,0.042,8,121,0,28,272129,0
2018-12-21,80,54,26,21,12,32,21,56,0,0,7,0.8889,0,0.1111,0.9503,0,0.0497,5,63,0,28,272197,0
2018-12-22,80,54,26,15,8,31,20,40,0,0,1,0.9756,0,0.0244,0.9932,0,0.0068,6,41,0,28,272243,0
2018-12-23,80,54,26,17,7,30,19,18,0,0,13,0.5806,0,0.4194,0.8557,0,0.1443,2,31,0,28,272277,0
2018-12-24,80,54,26,22,10,33,19,20,0,0,46,0.303,0,0.697,0.7952,0,0.2048,8,66,0,28,272349,1
2018-12-25,80,54,26,14,5,34,20,48,0,0,19,0.7164,0,0.2836,0.8861,0,0.1139,20,67,0,28,272439,0
2018-12-26,80,54,26,19,5,31,19,5,0,0,4,0.5556,0,0.4444,0.9219,0,0.0781,4,9,0,28,272452,0
2018-12-27,80,54,26,15,8,30,17,21,0,0,89,0.1909,0,0.8091,0.5149,0,0.4851,3,110,0,28,272565,0
2018-12-28,80,54,26,17,7,28,17,244,0,0,57,0.8106,0,0.1894,0.8114,0,0.1886,8,301,0,28,272875,0
2018-12-29,80,54,26,12,7,28,15,40,0,0,17,0.7018,0,0.2982,0.9029,0,0.0971,5,57,0,28,272939,0
2018-12-30,80,54,26,22,12,31,16,80,0,0,43,0.6504,0,0.3496,0.854,0,0.146,22,123,0,28,273083,0
2018-12-31,80,54,26,22,8,32,18,28,0,0,7,0.8,0,0.2,0.9489,0,0.0511,11,35,0,28,273132,1
2019-01-01,80,54,26,23,12,33,19,94,0,0,27,0.7769,0,0.2231,0.9155,0,0.0845,4,121,0,28,273258,0
2019-01-02,80,54,26,26,12,33,19,99,0,0,6,0.9429,0,0.0571,0.981,0,0.019,5,105,0,28,273368,0
2019-01-03,80,54,26,26,14,33,20,80,0,0,105,0.4324,0,0.5676,0.7586,0,0.2414,5,185,0,28,273559,0
2019-01-04,80,54,26,21,12,34,21,60,0,0,48,0.5556,0,0.4444,0.7766,0,0.2234,6,108,0,28,273673,0
2019-01-05,80,54,26,25,11,34,23,145,0,0,114,0.5598,0,0.4402,0.764,0,0.236,5,259,0,28,273936,0
2019-01-06,80,54,26,18,3,34,23,2,0,0,7,0.2222,0,0.7778,0.875,0,0.125,1,9,0,28,273946,0
2019-01-07,80,54,26,30,15,37,23,413,0,0,89,0.8227,0,0.1773,0.9266,0,0.0734,13,502,0,28,274463,0
2019-01-08,80,54,26,32,22,37,22,147,0,0,325,0.3114,0,0.6886,0.6732,0,0.3268,19,472,0,28,274950,0
2019-01-09,80,54,26,33,15,37,23,48,0,0,172,0.2182,0,0.7818,0.6209,0,0.3791,7,220,0,28,275177,0
2019-01-10,80,54,26,33,12,37,23,127,0,0,512,0.1987,0,0.8013,0.437,0,0.563,4,639,0,28,275822,0
2019-01-11,80,54,26,31,18,38,23,472,0,0,447,0.5136,0,0.4864,0.7229,0,0.2771,19,919,0,28,276761,0
2019-01-12,80,54,26,27,14,37,23,62,0,0,71,0.4662,0,0.5338,0.7712,0,0.2288,4,133,0,28,276898,0
2019-01-13,80,54,26,23,13,38,24,36,0,0,55,0.3956,0,0.6044,0.7731,0,0.2269,13,91,0,28,277002,0
2019-01-14,80,54,26,30,17,38,24,117,0,0,146,0.4449,0,0.5551,0.7676,0,0.2324,20,263,0,29,277288,0
2019-01-15,80,54,26,26,17,39,25,249,0,0,118,0.6785,0,0.3215,0.865,0,0.135,9,367,0,36,277663,0
